,Reputation,Views,UpVotes,DownVotes,Score,ViewCount,CommentCount
7505,87393,20932,11273,779,53,0,3
7506,87393,20932,11273,779,10,0,1
7507,87393,20932,11273,779,3,0,4
7508,87393,20932,11273,779,6,0,4
7509,87393,20932,11273,779,33,0,1
7510,87393,20932,11273,779,5,0,0
7511,87393,20932,11273,779,3,0,0
7512,87393,20932,11273,779,10,744,7
7513,87393,20932,11273,779,5,0,2
7514,87393,20932,11273,779,5,0,0
7515,87393,20932,11273,779,5,0,1
7516,87393,20932,11273,779,7,0,10
7517,87393,20932,11273,779,4,0,2
7518,87393,20932,11273,779,2,0,1
7519,87393,20932,11273,779,4,0,0
7520,87393,20932,11273,779,6,0,0
7521,87393,20932,11273,779,5,0,6
7522,87393,20932,11273,779,4,0,0
7523,87393,20932,11273,779,4,0,0
7524,87393,20932,11273,779,23,0,1
7525,87393,20932,11273,779,6,0,8
7526,87393,20932,11273,779,13,0,7
7527,87393,20932,11273,779,12,0,18
7528,87393,20932,11273,779,5,0,1
7529,87393,20932,11273,779,3,0,0
7530,87393,20932,11273,779,14,0,1
7531,87393,20932,11273,779,3,0,2
7532,87393,20932,11273,779,4,0,1
7533,87393,20932,11273,779,5,0,3
7534,87393,20932,11273,779,3,0,4
7535,87393,20932,11273,779,3,0,3
7536,87393,20932,11273,779,3,0,1
7537,87393,20932,11273,779,3,0,3
7538,87393,20932,11273,779,8,0,2
7539,87393,20932,11273,779,5,0,0
7540,87393,20932,11273,779,3,0,1
7541,87393,20932,11273,779,3,0,4
7542,87393,20932,11273,779,5,0,2
7543,87393,20932,11273,779,2,0,0
7544,87393,20932,11273,779,4,0,1
7545,87393,20932,11273,779,5,0,1
7546,87393,20932,11273,779,3,0,3
7547,87393,20932,11273,779,2,0,0
7548,87393,20932,11273,779,6,0,1
7549,87393,20932,11273,779,5,0,0
7550,87393,20932,11273,779,10,0,1
7551,87393,20932,11273,779,11,0,4
7552,87393,20932,11273,779,7,0,1
7553,87393,20932,11273,779,8,0,0
7554,87393,20932,11273,779,7,0,0
7555,87393,20932,11273,779,4,0,0
7556,87393,20932,11273,779,6,0,0
7557,87393,20932,11273,779,6,0,4
7558,87393,20932,11273,779,12,0,0
7559,87393,20932,11273,779,9,0,3
7560,87393,20932,11273,779,5,0,0
7561,87393,20932,11273,779,2,0,5
7562,87393,20932,11273,779,8,0,1
7563,87393,20932,11273,779,3,0,0
7564,87393,20932,11273,779,13,0,0
7565,87393,20932,11273,779,6,0,2
7566,87393,20932,11273,779,10,0,1
7567,87393,20932,11273,779,4,0,6
7568,87393,20932,11273,779,4,0,0
7569,87393,20932,11273,779,3,0,2
7570,87393,20932,11273,779,2,0,0
7571,87393,20932,11273,779,4,0,0
7572,87393,20932,11273,779,5,0,0
7573,87393,20932,11273,779,6,0,2
7574,87393,20932,11273,779,28,0,5
7575,87393,20932,11273,779,48,0,7
7576,87393,20932,11273,779,6,0,0
7577,87393,20932,11273,779,6,0,1
7578,87393,20932,11273,779,6,0,1
7579,87393,20932,11273,779,7,0,5
7580,87393,20932,11273,779,4,0,0
7581,87393,20932,11273,779,4,0,4
7582,87393,20932,11273,779,5,0,0
7583,87393,20932,11273,779,4,0,2
7584,87393,20932,11273,779,7,0,3
7585,87393,20932,11273,779,3,0,8
7586,87393,20932,11273,779,9,0,1
7587,87393,20932,11273,779,6,0,1
7588,87393,20932,11273,779,4,0,0
7589,87393,20932,11273,779,6,0,0
7590,87393,20932,11273,779,3,0,1
7591,87393,20932,11273,779,18,0,1
7592,87393,20932,11273,779,7,0,6
7593,87393,20932,11273,779,9,0,7
7594,87393,20932,11273,779,5,0,2
7595,87393,20932,11273,779,13,0,5
7596,87393,20932,11273,779,5,0,0
7597,87393,20932,11273,779,6,0,2
7598,87393,20932,11273,779,13,0,10
7599,87393,20932,11273,779,10,0,1
7600,87393,20932,11273,779,11,0,0
7601,87393,20932,11273,779,10,0,3
7602,87393,20932,11273,779,9,0,4
7603,87393,20932,11273,779,14,0,4
7604,87393,20932,11273,779,4,0,3
7605,87393,20932,11273,779,9,0,2
7606,87393,20932,11273,779,7,0,2
7607,87393,20932,11273,779,7,0,2
7608,87393,20932,11273,779,9,0,5
7609,87393,20932,11273,779,5,0,3
7610,87393,20932,11273,779,8,0,0
7611,87393,20932,11273,779,3,0,1
7612,87393,20932,11273,779,5,0,1
7613,87393,20932,11273,779,22,0,9
7614,87393,20932,11273,779,11,0,3
7615,87393,20932,11273,779,3,0,2
7616,87393,20932,11273,779,3,0,1
7617,87393,20932,11273,779,14,0,15
7618,87393,20932,11273,779,17,0,6
7619,87393,20932,11273,779,3,0,3
7620,87393,20932,11273,779,5,0,1
7621,87393,20932,11273,779,4,0,2
7622,87393,20932,11273,779,16,0,15
7623,87393,20932,11273,779,8,0,12
7624,87393,20932,11273,779,14,0,9
7625,87393,20932,11273,779,6,0,4
7626,87393,20932,11273,779,8,0,1
7627,87393,20932,11273,779,7,0,4
7628,87393,20932,11273,779,7,0,1
7629,87393,20932,11273,779,7,0,4
7630,87393,20932,11273,779,0,0,3
7631,87393,20932,11273,779,3,0,5
7632,87393,20932,11273,779,23,0,5
7633,87393,20932,11273,779,7,0,0
7634,87393,20932,11273,779,3,0,8
7635,87393,20932,11273,779,6,0,4
7636,87393,20932,11273,779,7,0,2
7637,87393,20932,11273,779,11,0,5
7638,87393,20932,11273,779,12,0,1
7639,87393,20932,11273,779,12,0,4
7640,87393,20932,11273,779,5,0,0
7641,87393,20932,11273,779,2,0,5
7642,87393,20932,11273,779,7,0,2
7643,87393,20932,11273,779,5,0,0
7644,87393,20932,11273,779,22,0,0
7645,87393,20932,11273,779,6,0,0
7646,87393,20932,11273,779,4,0,1
7647,87393,20932,11273,779,3,0,2
7648,87393,20932,11273,779,71,0,9
7649,87393,20932,11273,779,4,0,12
7650,87393,20932,11273,779,9,0,8
7651,87393,20932,11273,779,10,0,3
7652,87393,20932,11273,779,9,0,1
7653,87393,20932,11273,779,26,0,9
7654,87393,20932,11273,779,9,0,5
7655,87393,20932,11273,779,0,0,0
7656,87393,20932,11273,779,0,0,0
7657,87393,20932,11273,779,14,0,2
7658,87393,20932,11273,779,8,0,0
7659,87393,20932,11273,779,10,0,2
7660,87393,20932,11273,779,0,0,0
7661,87393,20932,11273,779,0,0,0
7662,87393,20932,11273,779,8,0,4
7663,87393,20932,11273,779,1,0,4
7664,87393,20932,11273,779,12,0,1
7665,87393,20932,11273,779,2,0,0
7666,87393,20932,11273,779,3,0,4
7667,87393,20932,11273,779,5,0,8
7668,87393,20932,11273,779,8,0,2
7669,87393,20932,11273,779,3,0,0
7670,87393,20932,11273,779,0,0,0
7671,87393,20932,11273,779,0,0,0
7672,87393,20932,11273,779,7,0,3
7673,87393,20932,11273,779,5,0,0
7674,87393,20932,11273,779,4,0,1
7675,87393,20932,11273,779,7,0,2
7676,87393,20932,11273,779,6,0,1
7677,87393,20932,11273,779,4,0,1
7678,87393,20932,11273,779,14,0,1
7679,87393,20932,11273,779,0,0,0
7680,87393,20932,11273,779,0,0,0
7681,87393,20932,11273,779,5,0,2
7682,87393,20932,11273,779,0,0,0
7683,87393,20932,11273,779,0,0,0
7684,87393,20932,11273,779,0,0,0
7685,87393,20932,11273,779,0,0,0
7686,87393,20932,11273,779,4,0,0
7687,87393,20932,11273,779,2,0,1
7688,87393,20932,11273,779,12,0,2
7689,87393,20932,11273,779,9,0,0
7690,87393,20932,11273,779,4,0,0
7691,87393,20932,11273,779,3,0,0
7692,87393,20932,11273,779,4,0,0
7693,87393,20932,11273,779,0,0,0
7694,87393,20932,11273,779,0,0,0
7695,87393,20932,11273,779,0,0,0
7696,87393,20932,11273,779,0,0,0
7697,87393,20932,11273,779,0,0,0
7698,87393,20932,11273,779,11,0,5
7699,87393,20932,11273,779,3,0,1
7700,87393,20932,11273,779,0,0,0
7701,87393,20932,11273,779,0,0,0
7702,87393,20932,11273,779,5,0,1
7703,87393,20932,11273,779,7,0,8
7704,87393,20932,11273,779,3,0,1
7705,87393,20932,11273,779,12,0,11
7706,87393,20932,11273,779,6,0,5
7707,87393,20932,11273,779,14,0,8
7708,87393,20932,11273,779,6,0,1
7709,87393,20932,11273,779,6,0,2
7710,87393,20932,11273,779,5,0,0
7711,87393,20932,11273,779,6,0,1
7712,87393,20932,11273,779,23,0,4
7713,87393,20932,11273,779,18,0,4
7714,87393,20932,11273,779,5,0,7
7715,87393,20932,11273,779,8,0,0
7716,87393,20932,11273,779,4,0,2
7717,87393,20932,11273,779,4,0,1
7718,87393,20932,11273,779,1,0,5
7719,87393,20932,11273,779,5,0,2
7720,87393,20932,11273,779,3,0,0
7721,87393,20932,11273,779,6,0,1
7722,87393,20932,11273,779,6,0,1
7723,87393,20932,11273,779,0,0,0
7724,87393,20932,11273,779,0,0,0
7725,87393,20932,11273,779,2,0,0
7726,87393,20932,11273,779,4,0,3
7727,87393,20932,11273,779,17,0,8
7728,87393,20932,11273,779,11,0,2
7729,87393,20932,11273,779,2,0,0
7730,87393,20932,11273,779,0,0,0
7731,87393,20932,11273,779,0,0,0
7732,87393,20932,11273,779,9,0,3
7733,87393,20932,11273,779,6,0,10
7734,87393,20932,11273,779,7,0,2
7735,87393,20932,11273,779,4,0,3
7736,87393,20932,11273,779,5,0,1
7737,87393,20932,11273,779,2,0,3
7738,87393,20932,11273,779,13,0,4
7739,87393,20932,11273,779,3,0,8
7740,87393,20932,11273,779,16,0,0
7741,87393,20932,11273,779,8,0,1
7742,87393,20932,11273,779,4,0,0
7743,87393,20932,11273,779,6,0,0
7744,87393,20932,11273,779,8,0,2
7745,87393,20932,11273,779,6,0,4
7746,87393,20932,11273,779,3,0,9
7747,87393,20932,11273,779,2,0,0
7748,87393,20932,11273,779,5,0,0
7749,87393,20932,11273,779,5,0,0
7750,87393,20932,11273,779,4,0,0
7751,87393,20932,11273,779,2,0,1
7752,87393,20932,11273,779,2,0,0
7753,87393,20932,11273,779,2,0,0
7754,87393,20932,11273,779,10,0,3
7755,87393,20932,11273,779,62,0,7
7756,87393,20932,11273,779,4,0,2
7757,87393,20932,11273,779,7,0,12
7758,87393,20932,11273,779,17,0,7
7759,87393,20932,11273,779,5,0,2
7760,87393,20932,11273,779,6,0,2
7761,87393,20932,11273,779,7,0,0
7762,87393,20932,11273,779,9,0,20
7763,87393,20932,11273,779,2,0,4
7764,87393,20932,11273,779,7,0,2
7765,87393,20932,11273,779,5,0,4
7766,87393,20932,11273,779,2,0,2
7767,87393,20932,11273,779,5,0,2
7768,87393,20932,11273,779,4,0,1
7769,87393,20932,11273,779,4,0,4
7770,87393,20932,11273,779,10,0,3
7771,87393,20932,11273,779,14,0,2
7772,87393,20932,11273,779,2,0,3
7773,87393,20932,11273,779,7,0,1
7774,87393,20932,11273,779,3,0,2
7775,87393,20932,11273,779,8,0,0
7776,87393,20932,11273,779,5,0,0
7777,87393,20932,11273,779,10,0,8
7778,87393,20932,11273,779,11,0,0
7779,87393,20932,11273,779,2,0,2
7780,87393,20932,11273,779,7,0,7
7781,87393,20932,11273,779,5,0,3
7782,87393,20932,11273,779,4,0,2
7783,87393,20932,11273,779,3,0,1
7784,87393,20932,11273,779,25,0,2
7785,87393,20932,11273,779,3,0,2
7786,87393,20932,11273,779,7,0,0
7787,87393,20932,11273,779,3,0,0
7788,87393,20932,11273,779,6,0,0
7789,87393,20932,11273,779,2,0,0
7790,87393,20932,11273,779,128,0,11
7791,87393,20932,11273,779,4,0,0
7792,87393,20932,11273,779,3,0,0
7793,87393,20932,11273,779,21,0,4
7794,87393,20932,11273,779,11,0,1
7795,87393,20932,11273,779,4,0,0
7796,87393,20932,11273,779,4,0,1
7797,87393,20932,11273,779,4,0,1
7798,87393,20932,11273,779,8,0,8
7799,87393,20932,11273,779,5,0,4
7800,87393,20932,11273,779,5,0,2
7801,87393,20932,11273,779,1,0,1
7802,87393,20932,11273,779,27,0,6
7803,87393,20932,11273,779,4,0,3
7804,87393,20932,11273,779,10,0,8
7805,87393,20932,11273,779,2,0,0
7806,87393,20932,11273,779,0,0,0
7807,87393,20932,11273,779,0,0,0
7808,87393,20932,11273,779,0,0,0
7809,87393,20932,11273,779,0,0,0
7810,87393,20932,11273,779,0,0,0
7811,87393,20932,11273,779,0,0,0
7812,87393,20932,11273,779,4,0,1
7813,87393,20932,11273,779,4,0,0
7814,87393,20932,11273,779,13,0,12
7815,87393,20932,11273,779,10,0,4
7816,87393,20932,11273,779,5,0,16
7817,87393,20932,11273,779,8,0,14
7818,87393,20932,11273,779,20,0,1
7819,87393,20932,11273,779,4,0,0
7820,87393,20932,11273,779,5,0,2
7821,87393,20932,11273,779,50,0,1
7822,87393,20932,11273,779,3,0,0
7823,87393,20932,11273,779,6,0,6
7824,87393,20932,11273,779,12,0,19
7825,87393,20932,11273,779,4,0,4
7826,87393,20932,11273,779,9,0,4
7827,87393,20932,11273,779,7,0,13
7828,87393,20932,11273,779,4,0,0
7829,87393,20932,11273,779,13,0,0
7830,87393,20932,11273,779,5,0,6
7831,87393,20932,11273,779,4,0,4
7832,87393,20932,11273,779,2,0,8
7833,87393,20932,11273,779,3,0,0
7834,87393,20932,11273,779,3,0,2
7835,87393,20932,11273,779,6,0,4
7836,87393,20932,11273,779,4,0,0
7837,87393,20932,11273,779,9,0,3
7838,87393,20932,11273,779,3,0,2
7839,87393,20932,11273,779,4,0,0
7840,87393,20932,11273,779,4,0,2
7841,87393,20932,11273,779,8,0,12
7842,87393,20932,11273,779,10,0,4
7843,87393,20932,11273,779,4,0,0
7844,87393,20932,11273,779,6,0,1
7845,87393,20932,11273,779,3,0,1
7846,87393,20932,11273,779,7,0,0
7847,87393,20932,11273,779,3,0,2
7848,87393,20932,11273,779,5,0,1
7849,87393,20932,11273,779,5,0,9
7850,87393,20932,11273,779,15,0,5
7851,87393,20932,11273,779,7,0,2
7852,87393,20932,11273,779,12,0,3
7853,87393,20932,11273,779,3,0,10
7854,87393,20932,11273,779,0,0,0
7855,87393,20932,11273,779,0,0,0
7856,87393,20932,11273,779,4,0,1
7857,87393,20932,11273,779,2,0,2
7858,87393,20932,11273,779,6,0,4
7859,87393,20932,11273,779,3,0,1
7860,87393,20932,11273,779,9,0,0
7861,87393,20932,11273,779,0,0,0
7862,87393,20932,11273,779,3,0,0
7863,87393,20932,11273,779,4,0,0
7864,87393,20932,11273,779,10,0,1
7865,87393,20932,11273,779,7,0,0
7866,87393,20932,11273,779,6,0,3
7867,87393,20932,11273,779,4,0,1
7868,87393,20932,11273,779,5,0,1
7869,87393,20932,11273,779,3,0,2
7870,87393,20932,11273,779,3,0,1
7871,87393,20932,11273,779,4,0,7
7872,87393,20932,11273,779,2,0,8
7873,87393,20932,11273,779,3,0,2
7874,87393,20932,11273,779,4,0,5
7875,87393,20932,11273,779,6,0,2
7876,87393,20932,11273,779,7,0,0
7877,87393,20932,11273,779,67,0,6
7878,87393,20932,11273,779,9,0,2
7879,87393,20932,11273,779,18,0,5
7880,87393,20932,11273,779,3,0,10
7881,87393,20932,11273,779,3,0,4
7882,87393,20932,11273,779,6,0,2
7883,87393,20932,11273,779,4,0,1
7884,87393,20932,11273,779,2,0,0
7885,87393,20932,11273,779,24,0,2
7886,87393,20932,11273,779,3,0,2
7887,87393,20932,11273,779,8,0,1
7888,87393,20932,11273,779,5,0,3
7889,87393,20932,11273,779,6,0,1
7890,87393,20932,11273,779,12,0,4
7891,87393,20932,11273,779,12,0,2
7892,87393,20932,11273,779,3,0,2
7893,87393,20932,11273,779,1,0,2
7894,87393,20932,11273,779,11,0,2
7895,87393,20932,11273,779,6,0,1
7896,87393,20932,11273,779,22,0,0
7897,87393,20932,11273,779,12,0,0
7898,87393,20932,11273,779,6,0,1
7899,87393,20932,11273,779,84,0,10
7900,87393,20932,11273,779,12,0,0
7901,87393,20932,11273,779,6,0,5
7902,87393,20932,11273,779,0,0,0
7903,87393,20932,11273,779,0,0,0
7904,87393,20932,11273,779,7,0,1
7905,87393,20932,11273,779,18,0,5
7906,87393,20932,11273,779,22,0,7
7907,87393,20932,11273,779,9,0,7
7908,87393,20932,11273,779,11,0,1
7909,87393,20932,11273,779,14,0,14
7910,87393,20932,11273,779,4,0,1
7911,87393,20932,11273,779,13,0,3
7912,87393,20932,11273,779,5,0,0
7913,87393,20932,11273,779,4,0,0
7914,87393,20932,11273,779,4,0,3
7915,87393,20932,11273,779,9,0,4
7916,87393,20932,11273,779,8,0,3
7917,87393,20932,11273,779,3,0,0
7918,87393,20932,11273,779,4,0,4
7919,87393,20932,11273,779,10,0,6
7920,87393,20932,11273,779,6,0,0
7921,87393,20932,11273,779,6,0,1
7922,87393,20932,11273,779,7,0,0
7923,87393,20932,11273,779,0,0,0
7924,87393,20932,11273,779,0,0,0
7925,87393,20932,11273,779,4,0,3
7926,87393,20932,11273,779,2,0,0
7927,87393,20932,11273,779,0,0,0
7928,87393,20932,11273,779,0,0,0
7929,87393,20932,11273,779,0,0,0
7930,87393,20932,11273,779,0,0,0
7931,87393,20932,11273,779,0,0,0
7932,87393,20932,11273,779,3,0,2
7933,87393,20932,11273,779,5,0,1
7934,87393,20932,11273,779,11,0,4
7935,87393,20932,11273,779,12,0,0
7936,87393,20932,11273,779,3,0,2
7937,87393,20932,11273,779,4,0,13
7938,87393,20932,11273,779,0,0,0
7939,87393,20932,11273,779,0,0,0
7940,87393,20932,11273,779,6,0,1
7941,87393,20932,11273,779,8,0,1
7942,87393,20932,11273,779,5,0,1
7943,87393,20932,11273,779,6,0,12
7944,87393,20932,11273,779,4,0,2
7945,87393,20932,11273,779,4,0,5
7946,87393,20932,11273,779,0,0,0
7947,87393,20932,11273,779,8,0,0
7948,87393,20932,11273,779,3,0,0
7949,87393,20932,11273,779,5,0,0
7950,87393,20932,11273,779,0,0,0
7951,87393,20932,11273,779,0,0,0
7952,87393,20932,11273,779,2,0,0
7953,87393,20932,11273,779,3,0,0
7954,87393,20932,11273,779,5,0,9
7955,87393,20932,11273,779,11,0,1
7956,87393,20932,11273,779,2,0,0
7957,87393,20932,11273,779,2,0,4
7958,87393,20932,11273,779,6,0,0
7959,87393,20932,11273,779,4,0,7
7960,87393,20932,11273,779,5,0,1
7961,87393,20932,11273,779,2,0,0
7962,87393,20932,11273,779,6,0,5
7963,87393,20932,11273,779,2,0,5
7964,87393,20932,11273,779,5,0,4
7965,87393,20932,11273,779,7,0,3
7966,87393,20932,11273,779,6,0,1
7967,87393,20932,11273,779,7,0,3
7968,87393,20932,11273,779,6,0,0
7969,87393,20932,11273,779,25,0,16
7970,87393,20932,11273,779,5,0,0
7971,87393,20932,11273,779,4,0,0
7972,87393,20932,11273,779,11,0,1
7973,87393,20932,11273,779,6,0,6
7974,87393,20932,11273,779,6,0,2
7975,87393,20932,11273,779,7,0,2
7976,87393,20932,11273,779,6,0,7
7977,87393,20932,11273,779,10,0,0
7978,87393,20932,11273,779,2,0,14
7979,87393,20932,11273,779,4,0,1
7980,87393,20932,11273,779,10,0,5
7981,87393,20932,11273,779,3,0,3
7982,87393,20932,11273,779,3,0,0
7983,87393,20932,11273,779,13,0,4
7984,87393,20932,11273,779,8,0,1
7985,87393,20932,11273,779,4,0,0
7986,87393,20932,11273,779,5,0,3
7987,87393,20932,11273,779,14,0,2
7988,87393,20932,11273,779,3,0,3
7989,87393,20932,11273,779,4,0,1
7990,87393,20932,11273,779,4,0,2
7991,87393,20932,11273,779,8,0,0
7992,87393,20932,11273,779,7,0,4
7993,87393,20932,11273,779,14,0,6
7994,87393,20932,11273,779,5,0,2
7995,87393,20932,11273,779,7,0,1
7996,87393,20932,11273,779,4,0,2
7997,87393,20932,11273,779,10,0,5
7998,87393,20932,11273,779,10,0,2
7999,87393,20932,11273,779,5,0,8
8000,87393,20932,11273,779,2,0,3
8001,87393,20932,11273,779,5,0,3
8002,87393,20932,11273,779,0,0,0
8003,87393,20932,11273,779,0,0,0
8004,87393,20932,11273,779,5,0,0
8005,87393,20932,11273,779,4,0,2
8006,87393,20932,11273,779,8,0,2
8007,87393,20932,11273,779,5,0,1
8008,87393,20932,11273,779,5,0,3
8009,87393,20932,11273,779,12,0,3
8010,87393,20932,11273,779,7,0,8
8011,87393,20932,11273,779,2,0,3
8012,87393,20932,11273,779,0,0,0
8013,87393,20932,11273,779,0,0,0
8014,87393,20932,11273,779,0,0,0
8015,87393,20932,11273,779,0,0,0
8016,87393,20932,11273,779,4,0,0
8017,87393,20932,11273,779,5,0,0
8018,87393,20932,11273,779,4,0,0
8019,87393,20932,11273,779,2,0,2
8020,87393,20932,11273,779,3,0,2
8021,87393,20932,11273,779,4,0,2
8022,87393,20932,11273,779,4,0,13
8023,87393,20932,11273,779,8,0,4
8024,87393,20932,11273,779,0,0,0
8025,87393,20932,11273,779,0,0,0
8026,87393,20932,11273,779,0,0,0
8027,87393,20932,11273,779,5,0,0
8028,87393,20932,11273,779,0,0,0
8029,87393,20932,11273,779,35,0,2
8030,87393,20932,11273,779,5,0,1
8031,87393,20932,11273,779,8,0,14
8032,87393,20932,11273,779,7,0,3
8033,87393,20932,11273,779,37,0,1
8034,87393,20932,11273,779,7,0,1
8035,87393,20932,11273,779,7,0,4
8036,87393,20932,11273,779,57,0,11
8037,87393,20932,11273,779,3,0,2
8038,87393,20932,11273,779,3,0,7
8039,87393,20932,11273,779,8,0,7
8040,87393,20932,11273,779,7,0,2
8041,87393,20932,11273,779,6,0,9
8042,87393,20932,11273,779,4,0,3
8043,87393,20932,11273,779,6,0,7
8044,87393,20932,11273,779,3,0,1
8045,87393,20932,11273,779,4,0,1
8046,87393,20932,11273,779,15,0,1
8047,87393,20932,11273,779,9,0,10
8048,87393,20932,11273,779,4,0,1
8049,87393,20932,11273,779,10,0,8
8050,87393,20932,11273,779,6,0,9
8051,87393,20932,11273,779,2,0,0
8052,87393,20932,11273,779,16,0,10
8053,87393,20932,11273,779,9,0,2
8054,87393,20932,11273,779,9,0,0
8055,87393,20932,11273,779,34,0,10
8056,87393,20932,11273,779,6,0,4
8057,87393,20932,11273,779,9,0,1
8058,87393,20932,11273,779,2,0,0
8059,87393,20932,11273,779,22,0,7
8060,87393,20932,11273,779,3,0,0
8061,87393,20932,11273,779,2,0,0
8062,87393,20932,11273,779,5,0,10
8063,87393,20932,11273,779,5,0,0
8064,87393,20932,11273,779,6,0,1
8065,87393,20932,11273,779,2,0,0
8066,87393,20932,11273,779,8,0,5
8067,87393,20932,11273,779,3,0,1
8068,87393,20932,11273,779,10,0,4
8069,87393,20932,11273,779,3,0,2
8070,87393,20932,11273,779,6,0,3
8071,87393,20932,11273,779,0,0,0
8072,87393,20932,11273,779,0,0,0
8073,87393,20932,11273,779,9,0,1
8074,87393,20932,11273,779,20,0,1
8075,87393,20932,11273,779,8,0,2
8076,87393,20932,11273,779,4,0,7
8077,87393,20932,11273,779,0,0,0
8078,87393,20932,11273,779,0,0,0
8079,87393,20932,11273,779,4,0,1
8080,87393,20932,11273,779,5,0,0
8081,87393,20932,11273,779,20,0,2
8082,87393,20932,11273,779,4,0,10
8083,87393,20932,11273,779,5,0,0
8084,87393,20932,11273,779,11,0,4
8085,87393,20932,11273,779,5,0,3
8086,87393,20932,11273,779,13,0,0
8087,87393,20932,11273,779,9,0,1
8088,87393,20932,11273,779,16,0,6
8089,87393,20932,11273,779,6,0,4
8090,87393,20932,11273,779,8,0,0
8091,87393,20932,11273,779,2,0,4
8092,87393,20932,11273,779,5,0,4
8093,87393,20932,11273,779,0,0,0
8094,87393,20932,11273,779,0,0,0
8095,87393,20932,11273,779,0,0,0
8096,87393,20932,11273,779,0,0,0
8097,87393,20932,11273,779,0,0,0
8098,87393,20932,11273,779,4,0,1
8099,87393,20932,11273,779,12,0,0
8100,87393,20932,11273,779,2,0,8
8101,87393,20932,11273,779,7,0,0
8102,87393,20932,11273,779,6,0,5
8103,87393,20932,11273,779,5,0,1
8104,87393,20932,11273,779,0,0,0
8105,87393,20932,11273,779,0,0,0
8106,87393,20932,11273,779,6,0,1
8107,87393,20932,11273,779,6,0,3
8108,87393,20932,11273,779,3,0,7
8109,87393,20932,11273,779,0,0,0
8110,87393,20932,11273,779,0,0,0
8111,87393,20932,11273,779,0,0,0
8112,87393,20932,11273,779,0,0,0
8113,87393,20932,11273,779,15,0,1
8114,87393,20932,11273,779,3,0,0
8115,87393,20932,11273,779,16,0,0
8116,87393,20932,11273,779,7,0,0
8117,87393,20932,11273,779,8,0,4
8118,87393,20932,11273,779,12,0,3
8119,87393,20932,11273,779,11,0,2
8120,87393,20932,11273,779,7,0,1
8121,87393,20932,11273,779,4,0,1
8122,87393,20932,11273,779,15,0,5
8123,87393,20932,11273,779,2,0,0
8124,87393,20932,11273,779,16,0,10
8125,87393,20932,11273,779,1,0,1
8126,87393,20932,11273,779,8,0,6
8127,87393,20932,11273,779,9,0,1
8128,87393,20932,11273,779,6,0,7
8129,87393,20932,11273,779,4,0,2
8130,87393,20932,11273,779,4,0,9
8131,87393,20932,11273,779,4,0,0
8132,87393,20932,11273,779,27,0,5
8133,87393,20932,11273,779,4,0,0
8134,87393,20932,11273,779,12,0,12
8135,87393,20932,11273,779,30,0,14
8136,87393,20932,11273,779,11,0,5
8137,87393,20932,11273,779,9,0,0
8138,87393,20932,11273,779,1,0,1
8139,87393,20932,11273,779,11,0,3
8140,87393,20932,11273,779,3,0,2
8141,87393,20932,11273,779,7,0,3
8142,87393,20932,11273,779,14,0,10
8143,87393,20932,11273,779,6,0,3
8144,87393,20932,11273,779,3,0,0
8145,87393,20932,11273,779,5,0,3
8146,87393,20932,11273,779,3,0,0
8147,87393,20932,11273,779,5,0,0
8148,87393,20932,11273,779,4,0,1
8149,87393,20932,11273,779,6,0,18
8150,87393,20932,11273,779,12,0,4
8151,87393,20932,11273,779,2,0,2
8152,87393,20932,11273,779,3,0,1
8153,87393,20932,11273,779,3,0,1
8154,87393,20932,11273,779,9,0,7
8155,87393,20932,11273,779,2,0,0
8156,87393,20932,11273,779,7,0,4
8157,87393,20932,11273,779,4,0,2
8158,87393,20932,11273,779,5,0,0
8159,87393,20932,11273,779,11,0,5
8160,87393,20932,11273,779,3,0,4
8161,87393,20932,11273,779,1,0,2
8162,87393,20932,11273,779,49,2240,6
8163,87393,20932,11273,779,30,0,1
8164,87393,20932,11273,779,3,0,0
8165,87393,20932,11273,779,1,0,0
8166,87393,20932,11273,779,9,0,7
8167,87393,20932,11273,779,5,0,0
8168,87393,20932,11273,779,10,0,0
8169,87393,20932,11273,779,8,0,0
8170,87393,20932,11273,779,5,0,0
8171,87393,20932,11273,779,20,0,5
8172,87393,20932,11273,779,6,0,2
8173,87393,20932,11273,779,2,0,2
8174,87393,20932,11273,779,4,0,4
8175,87393,20932,11273,779,13,0,7
8176,87393,20932,11273,779,6,0,6
8177,87393,20932,11273,779,0,0,0
8178,87393,20932,11273,779,0,0,0
8179,87393,20932,11273,779,5,0,0
8180,87393,20932,11273,779,3,0,0
8181,87393,20932,11273,779,5,0,1
8182,87393,20932,11273,779,4,0,3
8183,87393,20932,11273,779,5,0,0
8184,87393,20932,11273,779,6,0,7
8185,87393,20932,11273,779,4,0,6
8186,87393,20932,11273,779,26,0,2
8187,87393,20932,11273,779,4,0,3
8188,87393,20932,11273,779,4,0,0
8189,87393,20932,11273,779,5,0,5
8190,87393,20932,11273,779,3,0,4
8191,87393,20932,11273,779,17,0,2
8192,87393,20932,11273,779,9,0,0
8193,87393,20932,11273,779,5,0,0
8194,87393,20932,11273,779,6,0,2
8195,87393,20932,11273,779,6,0,5
8196,87393,20932,11273,779,9,0,6
8197,87393,20932,11273,779,4,0,3
8198,87393,20932,11273,779,3,0,7
8199,87393,20932,11273,779,4,0,2
8200,87393,20932,11273,779,6,0,7
8201,87393,20932,11273,779,8,0,2
8203,31170,5529,10523,214,10,1192,2
