"Id","District Name","Neighborhood Name","Street","Weekday","Month","Day","Hour","Part of the day","Mild injuries","Serious injuries","Victims","Vehicles involved","Longitude","Latitude"
"2017S004857    ","Sant Andreu","Sant Andreu","Gran de Sant Andreu                               ","Friday","June",2,13,"Morning",1,0,1,3,2.189397,41.430848
"2017S010204    ","Sant Andreu","la Trinitat Vella","Meridiana                                         ","Friday","December",8,6,"Morning",2,0,2,2,2.189238,41.4516
"2017S002565    ","Sant Andreu","Sant Andreu","RBLA FABRA I PUIG / Concepción Arenal             ","Thursday","March",30,19,"Afternoon",1,0,1,2,2.184608,41.430172
"2017S000632    ","Sant Andreu","Sant Andreu","PL PALMERES                                       ","Tuesday","January",24,8,"Morning",0,0,0,1,2.186531,41.432787
"2017S000703    ","Sant Andreu","Sant Andreu","AV MERIDIANA                                      ","Thursday","January",26,23,"Night",2,0,2,2,2.183701,41.430004
"2017S001416    ","Sant Andreu","el Bon Pastor","SANTANDER                                         ","Monday","February",20,19,"Afternoon",1,0,1,2,2.205852,41.431822
"2017S004961    ","Sant Andreu","el Bon Pastor","Potosí / Monterrey                                ","Tuesday","June",6,17,"Afternoon",4,0,4,2,2.205826,41.443488
"2017S008899    ","Sant Andreu","el Bon Pastor","B-10 (Besòs)                                      ","Friday","October",27,13,"Morning",1,0,1,2,2.207524,41.441601
"2017S000219    ","Sant Andreu","el Bon Pastor","RDA LITORAL(BESÒS)                                ","Tuesday","January",10,10,"Morning",3,0,3,4,2.205163,41.444756
"2017S008234    ","Sant Andreu","el Bon Pastor","Monterrey                                         ","Thursday","October",5,17,"Afternoon",1,0,1,2,2.206013,41.443445
"2017S010671    ","Sant Andreu","el Bon Pastor","Monterrey                                         ","Wednesday","December",27,15,"Afternoon",0,0,0,2,2.206013,41.443445
"2017S003015    ","Sant Andreu","el Bon Pastor","Litoral (Besòs)                                   ","Saturday","April",1,18,"Afternoon",1,0,1,2,2.2018,41.392004
"2017S000503    ","Sant Andreu","el Bon Pastor","RDA LITORAL(LLOBRE                                ","Thursday","January",19,8,"Morning",1,0,1,2,2.208469,41.438066
"2017S000899    ","Sant Andreu","el Bon Pastor","SAS / Granadella                                  ","Thursday","February",2,12,"Morning",0,0,0,1,2.204136,41.438618
"2017S001766    ","Sant Andreu","el Bon Pastor","ARBECA                                            ","Friday","March",3,20,"Afternoon",1,0,1,2,2.208231,41.438134
"2017S009106    ","Sant Andreu","el Bon Pastor","Sant Adrià                                        ","Saturday","November",4,7,"Morning",1,0,1,1,2.20586,41.436391
"2017S006647    ","Sant Andreu","el Bon Pastor","B-10 (Llobregat)                                  ","Monday","July",31,17,"Afternoon",3,0,3,2,2.205845,41.44312
"2017S005781    ","Sant Andreu","el Bon Pastor","Ciutat d'Asunción / Potosí                        ","Monday","July",3,22,"Night",0,0,0,1,2.199734,41.442816
"2017S008730    ","Unknown","Unknown","Número 50 Zona Franca / Número 3 Zona Franca      ","Sunday","October",22,10,"Morning",2,0,2,1,2.120452,41.339426
"2017S008852    ","Unknown","Unknown","Valldaura                                         ","Thursday","October",26,7,"Morning",0,1,1,2,2.182588,41.439233
"2017S008779    ","Unknown","Unknown","Número 6 Zona Franca / A Zona Franca              ","Monday","October",23,22,"Night",1,0,1,2,2.132817,41.323437
"2017S005627    ","Unknown","Unknown","Mare de Déu de Port                               ","Wednesday","June",28,12,"Morning",1,0,1,1,2.154901,41.352435
"2017S000252    ","Unknown","Unknown","NUS TRINITAT                                      ","Wednesday","January",11,14,"Afternoon",2,0,2,2,2.19356,41.449284
"2017S010520    ","Unknown","Unknown","B-10 (Llobregat)                                  ","Wednesday","December",20,8,"Morning",0,0,0,2,2.171625,41.366096
"2017S007907    ","Unknown","Unknown","Can Rius a Torre Baró                             ","Sunday","September",24,9,"Morning",2,0,2,2,2.159283,41.450271
"2017S010681    ","Sant Martí","el Camp de l'Arpa del Clot","Degà Bahí / Trinxant                              ","Tuesday","December",26,23,"Night",5,0,5,2,2.1858,41.414111
"2017S002550    ","Sant Martí","el Camp de l'Arpa del Clot","ST ANTONI M CLARET                                ","Thursday","March",30,15,"Afternoon",1,0,1,1,2.180135,41.415413
"2017S010366    ","Sant Martí","el Camp de l'Arpa del Clot","Maragall / Indústria                              ","Friday","December",15,13,"Morning",1,0,1,2,2.180842,41.414557
"2017S004977    ","Sant Martí","el Camp de l'Arpa del Clot","Sant Antoni Maria Claret                          ","Wednesday","June",7,11,"Morning",1,0,1,2,2.176324,41.412546
"2017S010525    ","Sant Martí","el Camp de l'Arpa del Clot","Sant Antoni Maria Claret / Independència          ","Wednesday","December",20,6,"Morning",1,0,1,2,2.17663,41.412911
"2017S000401    ","Sant Martí","el Camp de l'Arpa del Clot","DOS DE MAIG                                       ","Monday","January",16,9,"Morning",1,0,1,2,2.17624,41.411588
"2017S002168    ","Sant Martí","el Camp de l'Arpa del Clot","ROGENT / Freser                                   ","Friday","March",17,19,"Afternoon",0,0,0,1,2.180675,41.412239
"2017S009835    ","Sant Martí","el Camp de l'Arpa del Clot","València                                          ","Sunday","November",26,5,"Night",1,0,1,2,2.184274,41.408283
"2017S006584    ","Sant Martí","el Camp de l'Arpa del Clot","Aragó                                             ","Friday","July",28,17,"Afternoon",1,0,1,2,2.183841,41.406533
"2017S010737    ","Sant Martí","el Camp de l'Arpa del Clot","Freser / Maragall                                 ","Thursday","December",28,18,"Afternoon",1,0,1,2,2.181237,41.413347
"2017S000445    ","Sant Martí","el Camp de l'Arpa del Clot","RIPOLLÈS                                          ","Wednesday","January",11,11,"Morning",1,0,1,2,2.183461,41.411849
"2017S007713    ","Sant Martí","el Camp de l'Arpa del Clot","Mallorca                                          ","Monday","September",18,12,"Morning",2,0,2,2,2.185356,41.411087
"2017S002539    ","Sant Martí","el Clot","AV MERIDIANA / Aragó                              ","Thursday","March",30,10,"Morning",1,0,1,1,2.186855,41.408523
"2017S006596    ","Sant Martí","el Clot","Meridiana / Aragó                                 ","Friday","July",28,22,"Night",2,0,2,1,2.186855,41.408523
"2017S010418    ","Sant Martí","el Clot","Independència                                     ","Saturday","December",16,20,"Afternoon",1,0,1,2,2.185067,41.406644
"2017S001864    ","Sant Martí","el Clot","ARAGÓ / Independència                             ","Tuesday","March",7,11,"Morning",1,0,1,2,2.18452,41.406912
"2017S001693    ","Sant Martí","el Clot","GV CORTS CATALANES / Pl Glòries Catalan           ","Wednesday","March",1,15,"Afternoon",1,0,1,2,2.185863,41.402617
"2017S002139    ","Sant Martí","el Clot","BADAJOZ / Pl Glòries Catalan                      ","Friday","March",17,1,"Night",2,0,2,2,2.188682,41.403765
"2017S008146    ","Sant Martí","el Clot","Independència / Meridiana                         ","Tuesday","October",3,9,"Morning",0,0,0,1,2.186854,41.405403
"2017S009416    ","Sant Martí","el Clot","Meridiana                                         ","Monday","November",13,15,"Afternoon",1,0,1,2,2.187171,41.407369
"2017S004627    ","Sant Martí","el Clot","Meridiana                                         ","Thursday","May",25,18,"Afternoon",1,0,1,2,2.187171,41.407369
"2017S001670    ","Sant Martí","Sant Martí de Provençals","GV CORTS CATALANES                                ","Wednesday","March",1,8,"Morning",1,0,1,2,2.19789,41.412488
"2017S001161    ","Sant Martí","Sant Martí de Provençals","HUELVA / Doctor Zamenhof                          ","Saturday","February",11,12,"Morning",1,0,1,2,2.195267,41.416687
"2017S002343    ","Sant Martí","Sant Martí de Provençals","BAC DE RODA                                       ","Thursday","March",23,20,"Afternoon",1,0,1,2,2.196339,41.413514
"2017S004432    ","Sant Martí","Sant Martí de Provençals","Guipúscoa / Bac de Roda                           ","Friday","May",19,11,"Morning",2,0,2,2,2.194697,41.41453
"2017S007469    ","Sant Martí","Sant Martí de Provençals","Bac de Roda / Guipúscoa                           ","Friday","September",8,8,"Morning",1,0,1,2,2.194697,41.41453
"2017S004355    ","Sant Martí","el Clot","Aragó / Dos de Maig                               ","Tuesday","May",16,17,"Afternoon",0,0,0,2,2.183371,41.406048
"2017S009398    ","Sant Martí","Sant Martí de Provençals","Fluvià / Huelva                                   ","Monday","November",13,11,"Morning",1,0,1,1,2.194699,41.416264
"2017S008979    ","Sant Martí","el Clot","Consell de Cent / Independència                   ","Monday","October",30,18,"Afternoon",1,0,1,2,2.185657,41.406065
"2017S000555    ","Sant Martí","el Clot","PL GLÒRIES CATALAN / Badajoz                      ","Friday","January",20,19,"Afternoon",1,0,1,2,2.188682,41.403765
"2017S010040    ","Sant Martí","el Clot","Meridiana / Trinxant                              ","Friday","December",1,13,"Morning",2,0,2,2,2.186892,41.413523
"2017S010736    ","Sant Martí","el Camp de l'Arpa del Clot","Meridiana                                         ","Thursday","December",28,17,"Afternoon",1,0,1,1,2.186557,41.408913
"2017S008151    ","Sant Martí","el Camp de l'Arpa del Clot","Meridiana                                         ","Tuesday","October",3,16,"Afternoon",2,0,2,2,2.186557,41.409004
"2017S010357    ","Sant Martí","el Clot","Democràcia                                        ","Friday","December",15,9,"Morning",1,0,1,2,2.193135,41.409042
"2017S004131    ","Sant Martí","el Clot","València / Espronceda                             ","Tuesday","May",9,18,"Afternoon",0,1,1,2,2.192425,41.414552
"2017S000639    ","Sant Martí","el Clot","ARAGÓ / Bilbao                                    ","Tuesday","January",24,14,"Afternoon",1,0,1,2,2.191279,41.411973
"2017S005236    ","Sant Martí","el Clot","Aragó / Muntanya                                  ","Thursday","June",15,10,"Morning",2,0,2,2,2.189447,41.410589
"2017S000372    ","Sant Martí","el Clot","ARAGÓ                                             ","Saturday","January",14,19,"Afternoon",1,0,1,2,2.190657,41.411991
"2017S009649    ","Sant Martí","el Clot","Aragó / Bilbao                                    ","Monday","November",20,21,"Afternoon",2,2,4,2,2.191279,41.411973
"2017S004079    ","Sant Martí","el Clot","Corts Catalanes / Poblenou                        ","Monday","May",8,16,"Afternoon",1,0,1,2,2.192552,41.407639
"2017S007340    ","Sant Martí","el Clot","Sant Joan de Malta                                ","Saturday","September",2,10,"Morning",0,0,0,2,2.191832,41.409389
"2017S000251    ","Sant Martí","el Clot","NAVAS DE TOLOSA                                   ","Wednesday","January",11,13,"Morning",1,0,1,2,2.187444,41.41501
"2017S004076    ","Sant Martí","el Camp de l'Arpa del Clot","Meridiana / Mallorca                              ","Monday","May",8,16,"Afternoon",1,0,1,2,2.186875,41.412198
"2017S006576    ","Sant Martí","el Camp de l'Arpa del Clot","Nació                                             ","Friday","July",28,17,"Afternoon",1,0,1,2,2.186369,41.412381
"2017S008733    ","Sant Martí","el Besòs i el Maresme","Llull / Alfons el Magnànim                        ","Sunday","October",22,11,"Morning",1,0,1,2,2.218606,41.41341
"2017S002225    ","Sant Martí","el Besòs i el Maresme","PL FÒRUM                                          ","Monday","March",20,11,"Morning",2,0,2,2,2.221698,41.411038
"2017S002289    ","Sant Martí","el Besòs i el Maresme","RDA LITORAL(LLOBRE                                ","Wednesday","March",22,10,"Morning",2,0,2,2,2.221373,41.409658
"2017S009611    ","Sant Martí","el Besòs i el Maresme","B-10 (Besòs)                                      ","Sunday","November",19,7,"Morning",0,0,0,1,2.222365,41.411311
"2017S005292    ","Sant Martí","el Besòs i el Maresme","Litoral (Besòs)                                   ","Friday","June",16,19,"Afternoon",1,0,1,2,2.221568,41.409608
"2017S005436    ","Sant Martí","el Besòs i el Maresme","Llevant / Taulat                                  ","Wednesday","June",21,10,"Morning",1,0,1,2,2.219305,41.411328
"2017S004748    ","Sant Martí","la Verneda i la Pau","C-31                                              ","Tuesday","May",30,8,"Morning",1,0,1,3,2.210008,41.420525
"2017S003002    ","Sant Martí","el Besòs i el Maresme","Llevant                                           ","Saturday","April",1,1,"Night",1,1,2,1,2.219333,41.411774
"2017S000042    ","Sant Martí","el Besòs i el Maresme","AV LITORAL                                        ","Tuesday","January",3,0,"Night",2,0,2,2,2.221113,41.407563
"2017S006954    ","Sant Martí","la Verneda i la Pau","Andrade                                           ","Sunday","August",13,7,"Morning",0,0,0,2,2.209427,41.42196
"2017S003328    ","Sant Martí","Sant Martí de Provençals","Treball / Andrade                                 ","Wednesday","April",12,9,"Morning",1,0,1,1,2.201503,41.41626
"2017S003128    ","Sant Martí","la Verneda i la Pau","Ca n'Oliva                                        ","Wednesday","April",5,1,"Night",0,0,0,3,2.204808,41.424103
"2017S003034    ","Sant Martí","la Verneda i la Pau","Cantàbria / Santander                             ","Sunday","April",2,13,"Morning",1,0,1,1,2.199746,41.424763
"2017S003793    ","Sant Martí","la Verneda i la Pau","Binèfar / Camp Arriassa                           ","Friday","April",28,16,"Afternoon",0,0,0,2,2.203206,41.424343
"2017S009542    ","Sant Martí","Provençals del Poblenou","Josep Pla / Cristóbal de Moura                    ","Friday","November",17,9,"Morning",1,0,1,2,2.209633,41.4135
"2017S004054    ","Sant Martí","el Besòs i el Maresme","Prim / Cristóbal de Moura                         ","Monday","May",8,8,"Morning",1,0,1,1,2.213061,41.416011
"2017S009116    ","Sant Martí","Provençals del Poblenou","Veneçuela / Selva de Mar                          ","Saturday","November",4,17,"Afternoon",7,0,7,2,2.20736,41.410118
"2017S008327    ","Sant Martí","Provençals del Poblenou","Pere IV / Agricultura                             ","Monday","October",9,15,"Afternoon",1,0,1,2,2.206418,41.414232
"2017S008854    ","Sant Martí","Provençals del Poblenou","Pere IV                                           ","Thursday","October",26,8,"Morning",1,0,1,2,2.204293,41.411423
"2017S009567    ","Sant Martí","Provençals del Poblenou","Josep Pla / Pere IV                               ","Friday","November",17,18,"Afternoon",2,0,2,2,2.207263,41.415287
"2017S003432    ","Sant Martí","el Besòs i el Maresme","Diagonal / Josep Pla                              ","Sunday","April",16,17,"Afternoon",4,0,4,2,2.214212,41.410092
"2017S001050    ","Sant Martí","Provençals del Poblenou","VENEÇUELA / Treball                               ","Wednesday","February",8,13,"Morning",0,1,1,1,2.208467,41.41095
"2017S001898    ","Sant Martí","el Besòs i el Maresme","RBLA PRIM / Cristóbal de Moura                    ","Wednesday","March",8,14,"Afternoon",1,0,1,2,2.213061,41.416011
"2017S000021    ","Sant Martí","el Besòs i el Maresme","CRISTÓBAL DE MOURA / Maresme                      ","Sunday","January",1,12,"Morning",0,0,0,4,2.211914,41.415181
"2017S010272    ","Sant Martí","el Poblenou","Llacuna / Llull                                   ","Tuesday","December",12,9,"Morning",1,0,1,2,2.200587,41.399832
"2017S009357    ","Sant Martí","el Poblenou","Ferrocarril / Perelló                             ","Saturday","November",11,16,"Afternoon",2,0,2,2,2.206781,41.398948
"2017S007086    ","Sant Martí","el Poblenou","Litoral                                           ","Sunday","August",20,2,"Night",1,0,1,2,2.205627,41.394318
"2017S004568    ","Sant Martí","el Poblenou","Bisbe Josep Climent / Carmen Amaya                ","Tuesday","May",23,20,"Afternoon",1,0,1,1,2.202231,41.394015
"2017S006064    ","Sant Martí","el Poblenou","Pere IV                                           ","Wednesday","July",12,12,"Morning",1,0,1,2,2.195174,41.399503
"2017S005338    ","Sant Martí","el Poblenou","Badajoz / Pujades                                 ","Sunday","June",18,17,"Afternoon",1,0,1,2,2.196049,41.39815
"2017S004917    ","Sant Martí","Provençals del Poblenou","Corts Catalanes / Bac de Roda                     ","Sunday","June",4,18,"Afternoon",0,0,0,2,2.19819,41.411891
"2017S003391    ","Sant Martí","Provençals del Poblenou","C-31                                              ","Friday","April",14,7,"Morning",1,0,1,2,2.205805,41.417384
"2017S006828    ","Sant Martí","Provençals del Poblenou","Prim / Corts Catalanes                            ","Monday","August",7,19,"Afternoon",2,0,2,2,2.208398,41.419569
"2017S004395    ","Sant Martí","Provençals del Poblenou","Corts Catalanes / Bilbao                          ","Thursday","May",18,5,"Night",2,1,3,1,2.194859,41.409289
"2017S006162    ","Sant Martí","Provençals del Poblenou","C-31                                              ","Saturday","July",15,1,"Night",2,0,2,3,2.201567,41.414188
"2017S003100    ","Sant Martí","Provençals del Poblenou","Corts Catalanes / Selva de Mar                    ","Tuesday","April",4,10,"Morning",1,0,1,2,2.201634,41.414447
"2017S005528    ","Sant Martí","Provençals del Poblenou","Pere IV / Josep Pla                               ","Sunday","June",25,11,"Morning",2,0,2,2,2.207263,41.415287
"2017S001630    ","Sant Martí","Provençals del Poblenou","CTRA C-31                                         ","Tuesday","February",28,6,"Morning",1,0,1,2,2.203262,41.415467
"2017S000437    ","Sant Martí","Provençals del Poblenou","GV CORTS CATALANES / Selva de Mar                 ","Tuesday","January",17,9,"Morning",1,0,1,2,2.201634,41.414447
"2017S005331    ","Sant Martí","Provençals del Poblenou","Bac de Roda                                       ","Sunday","June",18,12,"Morning",1,0,1,2,2.198727,41.411298
"2017S003597    ","Sant Martí","Provençals del Poblenou","Perú / Selva de Mar                               ","Saturday","April",22,9,"Morning",1,0,1,2,2.202894,41.413519
"2017S003787    ","Sant Martí","Provençals del Poblenou","Espronceda / Bolívia                              ","Friday","April",28,13,"Morning",2,0,2,1,2.19949,41.409221
"2017S000161    ","Sant Martí","Provençals del Poblenou","PERÚ / Rbla Poblenou                              ","Saturday","January",7,21,"Afternoon",1,0,1,2,2.193796,41.406675
"2017S009162    ","Sant Martí","Diagonal Mar i el Front Marítim del Poblenou","Diagonal                                          ","Monday","November",6,9,"Morning",2,0,2,2,2.211219,41.409144
"2017S008765    ","Sant Martí","Diagonal Mar i el Front Marítim del Poblenou","Diagonal / Bac de Roda                            ","Monday","October",23,17,"Afternoon",0,0,0,2,2.203962,41.407568
"2017S004272    ","Sant Martí","Diagonal Mar i el Front Marítim del Poblenou","Bac de Roda / Diagonal                            ","Saturday","May",13,22,"Night",1,0,1,2,2.203962,41.407568
"2017S007872    ","Sant Martí","el Poblenou","Lope de Vega                                      ","Friday","September",22,22,"Night",0,0,0,4,2.205872,41.402571
"2017S006104    ","Sant Martí","el Poblenou","Bac de Roda                                       ","Thursday","July",13,14,"Afternoon",1,0,1,2,2.206918,41.405113
"2017S007031    ","Sant Martí","el Poblenou","Espronceda                                        ","Thursday","August",17,9,"Morning",2,0,2,2,2.204271,41.40546
"2017S001301    ","Sant Martí","el Poblenou","BILBAO                                            ","Thursday","February",16,13,"Morning",1,0,1,3,2.202204,41.403951
"2017S003504    ","Sant Martí","el Poblenou","Pallars                                           ","Wednesday","April",19,20,"Afternoon",1,0,1,2,2.199329,41.402168
"2017S004030    ","Sant Martí","el Poblenou","Pallars / Llacuna                                 ","Saturday","May",6,20,"Afternoon",1,0,1,1,2.198359,41.401538
"2017S007734    ","Sant Martí","el Poblenou","Litoral (Besòs)                                   ","Monday","September",18,22,"Night",1,0,1,3,2.205855,41.394881
"2017S006490    ","Sant Martí","el Poblenou","Litoral (Besòs)                                   ","Tuesday","July",25,11,"Morning",2,0,2,2,2.204965,41.394263
"2017S010654    ","Sant Martí","el Poblenou","B-10 (Besòs)                                      ","Monday","December",25,19,"Afternoon",2,0,2,2,2.204965,41.394263
"2017S006353    ","Sant Martí","el Poblenou","Litoral (Besòs)                                   ","Thursday","July",20,21,"Afternoon",1,0,1,2,2.208218,41.396979
"2017S007840    ","Sant Martí","el Poblenou","Litoral (Llobregat)                               ","Friday","September",22,2,"Night",0,0,0,1,2.206712,41.395762
"2017S004554    ","Sant Martí","el Poblenou","B-10 (Llobregat)                                  ","Tuesday","May",23,13,"Morning",0,0,0,1,2.206712,41.395762
"2017S001979    ","Sant Martí","el Poblenou","SALVADOR ESPRIU / Jaume Vicens Vives              ","Friday","March",10,18,"Afternoon",1,0,1,2,2.202744,41.393067
"2017S010731    ","Sant Martí","el Parc i la Llacuna del Poblenou","Badajoz / Tànger                                  ","Thursday","December",28,19,"Afternoon",1,1,2,2,2.191552,41.401556
"2017S009076    ","Sant Martí","el Parc i la Llacuna del Poblenou","Àlaba / Pallars                                   ","Friday","November",3,11,"Morning",1,0,1,2,2.192684,41.397387
"2017S005350    ","Sant Martí","el Parc i la Llacuna del Poblenou","Llull / Pamplona                                  ","Monday","June",19,8,"Morning",1,0,1,2,2.193825,41.394851
"2017S004357    ","Sant Martí","el Parc i la Llacuna del Poblenou","Marina / Pujades                                  ","Tuesday","May",16,18,"Afternoon",1,0,1,1,2.189091,41.393131
"2017S006228    ","Sant Martí","el Parc i la Llacuna del Poblenou","Marina / Pujades                                  ","Monday","July",17,13,"Morning",2,0,2,2,2.189091,41.393131
"2017S008988    ","Sant Martí","el Parc i la Llacuna del Poblenou","Marina / Pujades                                  ","Monday","October",30,20,"Afternoon",1,0,1,2,2.189091,41.393131
"2017S001845    ","Sant Martí","el Parc i la Llacuna del Poblenou","JOAN D'ÀUSTRIA / Pujades                          ","Monday","March",6,16,"Afternoon",2,0,2,2,2.190318,41.393943
"2017S001517    ","Sant Martí","el Parc i la Llacuna del Poblenou","JOAN D'ÀUSTRIA                                    ","Friday","February",24,8,"Morning",1,0,1,2,2.190021,41.39431
"2017S005617    ","Sant Martí","el Parc i la Llacuna del Poblenou","Almogàvers / Nàpols                               ","Tuesday","June",27,22,"Night",1,0,1,1,2.183535,41.392288
"2017S010346    ","Sant Martí","el Parc i la Llacuna del Poblenou","Pujades                                           ","Thursday","December",14,23,"Night",1,0,1,2,2.190544,41.394354
"2017S000121    ","Sant Martí","el Parc i la Llacuna del Poblenou","MARINA / Pallars                                  ","Thursday","January",5,18,"Afternoon",1,0,1,2,2.187949,41.393957
"2017S008613    ","Sant Martí","el Parc i la Llacuna del Poblenou","Sancho de Ávila                                   ","Thursday","October",19,8,"Morning",1,0,1,2,2.188727,41.397906
"2017S010166    ","Sant Martí","el Parc i la Llacuna del Poblenou","Meridiana / Castillejos                           ","Tuesday","December",5,18,"Afternoon",1,0,1,1,2.186951,41.399893
"2017S004268    ","Sant Martí","el Parc i la Llacuna del Poblenou","Wellington                                        ","Saturday","May",13,20,"Afternoon",0,0,0,1,2.187557,41.391081
"2017S001278    ","Sant Martí","el Parc i la Llacuna del Poblenou","PG PUJADES / Wellington                           ","Wednesday","February",15,18,"Afternoon",1,0,1,2,2.186859,41.391505
"2017S009850    ","Sant Martí","el Parc i la Llacuna del Poblenou","Pujades / Meridiana                               ","Sunday","November",26,17,"Afternoon",3,0,3,2,2.186859,41.391505
"2017S003819    ","Sant Martí","Diagonal Mar i el Front Marítim del Poblenou","Diagonal                                          ","Saturday","April",29,17,"Afternoon",3,0,3,2,2.218559,41.410976
"2017S004613    ","Sant Martí","el Parc i la Llacuna del Poblenou","Corts Catalanes                                   ","Thursday","May",25,12,"Morning",2,0,2,2,2.189613,41.405098
"2017S005526    ","Sant Martí","Diagonal Mar i el Front Marítim del Poblenou","Garcia Fària                                      ","Sunday","June",25,10,"Morning",1,0,1,2,2.20846,41.399781
"2017S003022    ","Sant Martí","Diagonal Mar i el Front Marítim del Poblenou","Litoral (Besòs)                                   ","Sunday","April",2,4,"Night",1,0,1,1,2.2018,41.392004
"2017S001744    ","Sant Martí","el Parc i la Llacuna del Poblenou","LLACUNA / GV Corts Catalanes                      ","Friday","March",3,7,"Morning",1,0,1,2,2.19141,41.406811
"2017S008729    ","Sant Martí","Diagonal Mar i el Front Marítim del Poblenou","Litoral / Josep Pla                               ","Sunday","October",22,10,"Morning",1,0,1,1,2.218332,41.406911
"2017S003167    ","Sant Martí","Diagonal Mar i el Front Marítim del Poblenou","Garcia Fària / Josep Pla                          ","Wednesday","April",5,19,"Afternoon",1,0,1,1,2.218332,41.406911
"2017S004653    ","Sant Martí","Diagonal Mar i el Front Marítim del Poblenou","Litoral (Besòs)                                   ","Friday","May",26,14,"Afternoon",2,0,2,3,2.213901,41.402704
"2017S005534    ","Sant Martí","Diagonal Mar i el Front Marítim del Poblenou","Garcia Fària / Selva de Mar                       ","Sunday","June",25,20,"Afternoon",1,0,1,1,2.214957,41.404408
"2017S007502    ","Sant Martí","Diagonal Mar i el Front Marítim del Poblenou","Litoral (Besòs)                                   ","Saturday","September",9,8,"Morning",0,0,0,1,2.215527,41.403945
"2017S006912    ","Sant Martí","Diagonal Mar i el Front Marítim del Poblenou","Litoral                                           ","Friday","August",11,14,"Afternoon",1,0,1,2,2.21088,41.400104
"2017S005085    ","Sant Martí","Diagonal Mar i el Front Marítim del Poblenou","Litoral (Besòs)                                   ","Saturday","June",10,1,"Night",0,2,2,1,2.209741,41.399442
"2017S004713    ","Sant Martí","Diagonal Mar i el Front Marítim del Poblenou","B-10 (Besòs)                                      ","Monday","May",29,7,"Morning",1,0,1,3,2.211313,41.400796
"2017S000366    ","Sant Martí","el Parc i la Llacuna del Poblenou","GV CORTS CATALANES                                ","Saturday","January",14,14,"Afternoon",1,0,1,2,2.189613,41.405098
"2017S010691    ","Sant Martí","el Parc i la Llacuna del Poblenou","Roc Boronat / Diagonal                            ","Wednesday","December",27,8,"Morning",1,0,1,1,2.192323,41.404493
"2017S001214    ","Sant Martí","Diagonal Mar i el Front Marítim del Poblenou","PG TAULAT / Espronceda                            ","Tuesday","February",14,1,"Night",1,0,1,2,2.20893,41.40208
"2017S002534    ","Sant Martí","el Parc i la Llacuna del Poblenou","BOLÍVIA / Àvila                                   ","Thursday","March",30,9,"Morning",1,0,1,2,2.189299,41.401576
"2017S006388    ","Sant Martí","Diagonal Mar i el Front Marítim del Poblenou","Selva de Mar                                      ","Friday","July",21,15,"Afternoon",1,0,1,3,2.212923,41.405692
"2017S009430    ","Sant Martí","el Parc i la Llacuna del Poblenou","Corts Catalanes / Glòries Catalanes               ","Tuesday","November",14,9,"Morning",1,0,1,2,2.185863,41.402617
"2017S006157    ","Sant Martí","el Parc i la Llacuna del Poblenou","Diagonal                                          ","Friday","July",14,18,"Afternoon",1,0,1,1,2.191088,41.404085
"2017S007041    ","Sant Martí","el Parc i la Llacuna del Poblenou","Diagonal                                          ","Thursday","August",17,16,"Afternoon",2,0,2,2,2.190543,41.404456
"2017S006048    ","Ciutat Vella","el Raval","Drassanes / Josep Carner                          ","Tuesday","July",11,23,"Night",1,0,1,2,2.176656,41.374429
"2017S006618    ","Ciutat Vella","el Raval","Raval                                             ","Sunday","July",30,13,"Morning",0,0,0,1,2.168789,41.379569
"2017S004652    ","Ciutat Vella","el Raval","Sant Pau / Sant Antoni Abat                       ","Friday","May",26,14,"Afternoon",2,0,2,2,2.163143,41.378668
"2017S003396    ","Ciutat Vella","el Raval","Pere Coromines / Sant Oleguer                     ","Friday","April",14,15,"Afternoon",2,0,2,1,2.171605,41.377202
"2017S009760    ","Ciutat Vella","el Raval","Paral·lel / Sant Pau                              ","Thursday","November",23,21,"Afternoon",1,0,1,2,2.167733,41.374962
"2017S001772    ","Ciutat Vella","el Raval","AV PARAL·LEL / Nou de la Rambla                   ","Saturday","March",4,0,"Night",0,2,2,1,2.170003,41.374971
"2017S006284    ","Ciutat Vella","el Raval","Sant Pau                                          ","Tuesday","July",18,20,"Afternoon",1,0,1,1,2.172961,41.380418
"2017S006007    ","Ciutat Vella","el Raval","Portal de Santa Madrona / Drassanes               ","Monday","July",10,22,"Night",1,0,1,2,2.175424,41.376237
"2017S003849    ","Sant Martí","la Vila Olímpica del Poblenou","Doctor Trueta                                     ","Monday","May",1,2,"Night",0,0,0,3,2.196844,41.393515
"2017S010176    ","Sant Martí","la Vila Olímpica del Poblenou","Voluntaris Olímpics / Marina                      ","Wednesday","December",6,6,"Morning",1,0,1,1,2.195947,41.388026
"2017S004379    ","Sant Martí","la Vila Olímpica del Poblenou","B-10 (Llobregat)                                  ","Wednesday","May",17,13,"Morning",2,0,2,2,2.199695,41.39055
"2017S004548    ","Sant Martí","la Vila Olímpica del Poblenou","Marina / Ramon Turró                              ","Wednesday","April",19,13,"Morning",1,0,1,2,2.191485,41.391334
"2017S005175    ","Ciutat Vella","el Raval","Rambla                                            ","Tuesday","June",13,11,"Morning",0,0,0,1,2.176455,41.376735
"2017S004012    ","Sant Martí","la Vila Olímpica del Poblenou","Voluntaris Olímpics                               ","Saturday","May",6,16,"Afternoon",2,0,2,2,2.196178,41.387797
