"Year","District.Code","District.Name","Neighborhood.Code","Neighborhood.Name","Age","Number"
2017,10,"Sant Martí",72,"Sant Martí de Provençals","75-79",35
2017,10,"Sant Martí",73,"la Verneda i la Pau","75-79",37
2017,1,"Ciutat Vella",1,"el Raval","80-84",68
2017,1,"Ciutat Vella",2,"el Barri Gòtic","80-84",15
2017,1,"Ciutat Vella",3,"la Barceloneta","80-84",35
2017,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","80-84",28
2017,2,"Eixample",5,"el Fort Pienc","80-84",55
2017,2,"Eixample",6,"la Sagrada Família","80-84",76
2017,2,"Eixample",7,"la Dreta de l'Eixample","80-84",76
2017,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","80-84",60
2017,2,"Eixample",9,"la Nova Esquerra de l'Eixample","80-84",79
2017,2,"Eixample",10,"Sant Antoni","80-84",65
2017,3,"Sants-Montjuïc",11,"el Poble Sec","80-84",62
2017,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","80-84",2
2017,3,"Sants-Montjuïc",13,"la Marina de Port","80-84",45
2017,3,"Sants-Montjuïc",14,"la Font de la Guatlla","80-84",30
2017,3,"Sants-Montjuïc",15,"Hostafrancs","80-84",15
2017,3,"Sants-Montjuïc",16,"la Bordeta","80-84",36
2017,3,"Sants-Montjuïc",17,"Sants - Badal","80-84",34
2017,3,"Sants-Montjuïc",18,"Sants","80-84",54
2017,4,"Les Corts",19,"les Corts","80-84",59
2017,4,"Les Corts",20,"la Maternitat i Sant Ramon","80-84",31
2017,4,"Les Corts",21,"Pedralbes","80-84",19
2017,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","80-84",5
2017,5,"Sarrià-Sant Gervasi",23,"Sarrià","80-84",39
2017,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","80-84",24
2017,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","80-84",43
2017,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","80-84",63
2017,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","80-84",31
2017,6,"Gràcia",28,"Vallcarca i els Penitents","80-84",28
2017,6,"Gràcia",29,"el Coll","80-84",11
2017,6,"Gràcia",30,"la Salut","80-84",14
2017,6,"Gràcia",31,"la Vila de Gràcia","80-84",80
2017,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","80-84",41
2017,7,"Horta-Guinardó",33,"el Baix Guinardó","80-84",45
2017,7,"Horta-Guinardó",34,"Can Baró","80-84",12
2017,7,"Horta-Guinardó",35,"el Guinardó","80-84",59
2017,7,"Horta-Guinardó",36,"la Font d'en Fargues","80-84",10
2017,7,"Horta-Guinardó",37,"el Carmel","80-84",55
2017,7,"Horta-Guinardó",38,"la Teixonera","80-84",31
2017,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","80-84",21
2017,7,"Horta-Guinardó",40,"Montbau","80-84",20
2017,7,"Horta-Guinardó",41,"la Vall d'Hebron","80-84",10
2017,7,"Horta-Guinardó",42,"la Clota","80-84",2
2017,7,"Horta-Guinardó",43,"Horta","80-84",57
2017,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","80-84",34
2017,8,"Nou Barris",45,"Porta","80-84",49
2017,8,"Nou Barris",46,"el Turó de la Peira","80-84",36
2017,8,"Nou Barris",47,"Can Peguera","80-84",6
2017,8,"Nou Barris",48,"la Guineueta","80-84",38
2017,8,"Nou Barris",49,"Canyelles","80-84",17
2017,8,"Nou Barris",50,"les Roquetes","80-84",18
2017,8,"Nou Barris",51,"Verdun","80-84",25
2017,8,"Nou Barris",52,"la Prosperitat","80-84",59
2017,8,"Nou Barris",53,"la Trinitat Nova","80-84",15
2017,8,"Nou Barris",54,"Torre Baró","80-84",4
2017,8,"Nou Barris",55,"Ciutat Meridiana","80-84",15
2017,8,"Nou Barris",56,"Vallbona","80-84",7
2017,9,"Sant Andreu",57,"la Trinitat Vella","80-84",12
2017,9,"Sant Andreu",58,"Baró de Viver","80-84",4
2017,9,"Sant Andreu",59,"el Bon Pastor","80-84",13
2017,9,"Sant Andreu",60,"Sant Andreu","80-84",83
2017,9,"Sant Andreu",61,"la Sagrera","80-84",42
2017,9,"Sant Andreu",62,"el Congrés i els Indians","80-84",21
2017,9,"Sant Andreu",63,"Navas","80-84",37
2017,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","80-84",59
2017,10,"Sant Martí",65,"el Clot","80-84",33
2017,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","80-84",18
2017,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","80-84",3
2017,10,"Sant Martí",68,"el Poblenou","80-84",45
2017,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","80-84",17
2017,10,"Sant Martí",70,"el Besòs i el Maresme","80-84",42
2017,10,"Sant Martí",71,"Provençals del Poblenou","80-84",29
2017,10,"Sant Martí",72,"Sant Martí de Provençals","80-84",42
2017,10,"Sant Martí",73,"la Verneda i la Pau","80-84",66
2017,1,"Ciutat Vella",1,"el Raval","85-89",52
2017,1,"Ciutat Vella",2,"el Barri Gòtic","85-89",21
2017,1,"Ciutat Vella",3,"la Barceloneta","85-89",41
2017,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","85-89",32
2017,2,"Eixample",5,"el Fort Pienc","85-89",65
2017,2,"Eixample",6,"la Sagrada Família","85-89",113
2017,2,"Eixample",7,"la Dreta de l'Eixample","85-89",114
2017,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","85-89",118
2017,2,"Eixample",9,"la Nova Esquerra de l'Eixample","85-89",139
2017,2,"Eixample",10,"Sant Antoni","85-89",76
2017,3,"Sants-Montjuïc",11,"el Poble Sec","85-89",70
2017,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","85-89",3
2017,3,"Sants-Montjuïc",13,"la Marina de Port","85-89",63
2017,3,"Sants-Montjuïc",14,"la Font de la Guatlla","85-89",33
2017,3,"Sants-Montjuïc",15,"Hostafrancs","85-89",38
2017,3,"Sants-Montjuïc",16,"la Bordeta","85-89",28
2017,3,"Sants-Montjuïc",17,"Sants - Badal","85-89",51
2017,3,"Sants-Montjuïc",18,"Sants","85-89",109
2017,4,"Les Corts",19,"les Corts","85-89",113
2017,4,"Les Corts",20,"la Maternitat i Sant Ramon","85-89",41
2017,4,"Les Corts",21,"Pedralbes","85-89",30
2017,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","85-89",11
2017,5,"Sarrià-Sant Gervasi",23,"Sarrià","85-89",61
2017,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","85-89",30
2017,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","85-89",56
2017,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","85-89",87
2017,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","85-89",55
2017,6,"Gràcia",28,"Vallcarca i els Penitents","85-89",30
2017,6,"Gràcia",29,"el Coll","85-89",9
2017,6,"Gràcia",30,"la Salut","85-89",26
2017,6,"Gràcia",31,"la Vila de Gràcia","85-89",96
2017,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","85-89",62
2017,7,"Horta-Guinardó",33,"el Baix Guinardó","85-89",84
2017,7,"Horta-Guinardó",34,"Can Baró","85-89",22
2017,7,"Horta-Guinardó",35,"el Guinardó","85-89",65
2017,7,"Horta-Guinardó",36,"la Font d'en Fargues","85-89",21
2017,7,"Horta-Guinardó",37,"el Carmel","85-89",36
2017,7,"Horta-Guinardó",38,"la Teixonera","85-89",24
2017,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","85-89",28
2017,7,"Horta-Guinardó",40,"Montbau","85-89",36
2017,7,"Horta-Guinardó",41,"la Vall d'Hebron","85-89",11
2017,7,"Horta-Guinardó",42,"la Clota","85-89",0
2017,7,"Horta-Guinardó",43,"Horta","85-89",65
2017,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","85-89",60
2017,8,"Nou Barris",45,"Porta","85-89",67
2017,8,"Nou Barris",46,"el Turó de la Peira","85-89",62
2017,8,"Nou Barris",47,"Can Peguera","85-89",14
2017,8,"Nou Barris",48,"la Guineueta","85-89",37
2017,8,"Nou Barris",49,"Canyelles","85-89",11
2017,8,"Nou Barris",50,"les Roquetes","85-89",20
2017,8,"Nou Barris",51,"Verdun","85-89",30
2017,8,"Nou Barris",52,"la Prosperitat","85-89",57
2017,8,"Nou Barris",53,"la Trinitat Nova","85-89",12
2017,8,"Nou Barris",54,"Torre Baró","85-89",3
2017,8,"Nou Barris",55,"Ciutat Meridiana","85-89",14
2017,8,"Nou Barris",56,"Vallbona","85-89",1
2017,9,"Sant Andreu",57,"la Trinitat Vella","85-89",11
2017,9,"Sant Andreu",58,"Baró de Viver","85-89",5
2017,9,"Sant Andreu",59,"el Bon Pastor","85-89",34
2017,9,"Sant Andreu",60,"Sant Andreu","85-89",126
2017,9,"Sant Andreu",61,"la Sagrera","85-89",51
2017,9,"Sant Andreu",62,"el Congrés i els Indians","85-89",41
2017,9,"Sant Andreu",63,"Navas","85-89",38
2017,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","85-89",59
2017,10,"Sant Martí",65,"el Clot","85-89",50
2017,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","85-89",17
2017,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","85-89",5
2017,10,"Sant Martí",68,"el Poblenou","85-89",82
2017,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","85-89",23
2017,10,"Sant Martí",70,"el Besòs i el Maresme","85-89",36
2017,10,"Sant Martí",71,"Provençals del Poblenou","85-89",48
2017,10,"Sant Martí",72,"Sant Martí de Provençals","85-89",73
2017,10,"Sant Martí",73,"la Verneda i la Pau","85-89",72
2017,1,"Ciutat Vella",1,"el Raval","90-94",57
2017,1,"Ciutat Vella",2,"el Barri Gòtic","90-94",21
2017,1,"Ciutat Vella",3,"la Barceloneta","90-94",24
2017,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","90-94",35
2017,2,"Eixample",5,"el Fort Pienc","90-94",77
2017,2,"Eixample",6,"la Sagrada Família","90-94",126
2017,2,"Eixample",7,"la Dreta de l'Eixample","90-94",117
2017,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","90-94",98
2017,2,"Eixample",9,"la Nova Esquerra de l'Eixample","90-94",112
2017,2,"Eixample",10,"Sant Antoni","90-94",77
2017,3,"Sants-Montjuïc",11,"el Poble Sec","90-94",78
2017,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","90-94",3
2017,3,"Sants-Montjuïc",13,"la Marina de Port","90-94",44
2017,3,"Sants-Montjuïc",14,"la Font de la Guatlla","90-94",24
2017,3,"Sants-Montjuïc",15,"Hostafrancs","90-94",27
2017,3,"Sants-Montjuïc",16,"la Bordeta","90-94",42
2017,3,"Sants-Montjuïc",17,"Sants - Badal","90-94",43
2017,3,"Sants-Montjuïc",18,"Sants","90-94",88
2017,4,"Les Corts",19,"les Corts","90-94",83
2017,4,"Les Corts",20,"la Maternitat i Sant Ramon","90-94",43
2017,4,"Les Corts",21,"Pedralbes","90-94",27
2017,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","90-94",10
2017,5,"Sarrià-Sant Gervasi",23,"Sarrià","90-94",41
2017,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","90-94",30
2017,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","90-94",61
2017,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","90-94",96
2017,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","90-94",47
2017,6,"Gràcia",28,"Vallcarca i els Penitents","90-94",29
2017,6,"Gràcia",29,"el Coll","90-94",9
2017,6,"Gràcia",30,"la Salut","90-94",25
2017,6,"Gràcia",31,"la Vila de Gràcia","90-94",122
2017,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","90-94",83
2017,7,"Horta-Guinardó",33,"el Baix Guinardó","90-94",73
2017,7,"Horta-Guinardó",34,"Can Baró","90-94",21
2017,7,"Horta-Guinardó",35,"el Guinardó","90-94",59
2017,7,"Horta-Guinardó",36,"la Font d'en Fargues","90-94",13
2017,7,"Horta-Guinardó",37,"el Carmel","90-94",30
2017,7,"Horta-Guinardó",38,"la Teixonera","90-94",21
2017,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","90-94",13
2017,7,"Horta-Guinardó",40,"Montbau","90-94",21
2017,7,"Horta-Guinardó",41,"la Vall d'Hebron","90-94",12
2017,7,"Horta-Guinardó",42,"la Clota","90-94",0
2017,7,"Horta-Guinardó",43,"Horta","90-94",59
2017,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","90-94",49
2017,8,"Nou Barris",45,"Porta","90-94",50
2017,8,"Nou Barris",46,"el Turó de la Peira","90-94",45
2017,8,"Nou Barris",47,"Can Peguera","90-94",5
2017,8,"Nou Barris",48,"la Guineueta","90-94",35
2017,8,"Nou Barris",49,"Canyelles","90-94",12
2017,8,"Nou Barris",50,"les Roquetes","90-94",11
2017,8,"Nou Barris",51,"Verdun","90-94",12
2017,8,"Nou Barris",52,"la Prosperitat","90-94",43
2017,8,"Nou Barris",53,"la Trinitat Nova","90-94",14
2017,8,"Nou Barris",54,"Torre Baró","90-94",2
2017,8,"Nou Barris",55,"Ciutat Meridiana","90-94",3
2017,8,"Nou Barris",56,"Vallbona","90-94",1
2017,9,"Sant Andreu",57,"la Trinitat Vella","90-94",12
2017,9,"Sant Andreu",58,"Baró de Viver","90-94",2
2017,9,"Sant Andreu",59,"el Bon Pastor","90-94",16
2017,9,"Sant Andreu",60,"Sant Andreu","90-94",78
2017,9,"Sant Andreu",61,"la Sagrera","90-94",46
2017,9,"Sant Andreu",62,"el Congrés i els Indians","90-94",35
2017,9,"Sant Andreu",63,"Navas","90-94",43
2017,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","90-94",79
2017,10,"Sant Martí",65,"el Clot","90-94",38
2017,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","90-94",21
2017,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","90-94",4
2017,10,"Sant Martí",68,"el Poblenou","90-94",48
2017,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","90-94",10
2017,10,"Sant Martí",70,"el Besòs i el Maresme","90-94",30
2017,10,"Sant Martí",71,"Provençals del Poblenou","90-94",30
2017,10,"Sant Martí",72,"Sant Martí de Provençals","90-94",55
2017,10,"Sant Martí",73,"la Verneda i la Pau","90-94",62
2017,1,"Ciutat Vella",1,"el Raval","95-99",17
2017,1,"Ciutat Vella",2,"el Barri Gòtic","95-99",10
2017,1,"Ciutat Vella",3,"la Barceloneta","95-99",16
2017,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","95-99",9
2017,2,"Eixample",5,"el Fort Pienc","95-99",30
2017,2,"Eixample",6,"la Sagrada Família","95-99",62
2017,2,"Eixample",7,"la Dreta de l'Eixample","95-99",64
2017,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","95-99",45
2017,2,"Eixample",9,"la Nova Esquerra de l'Eixample","95-99",64
2017,2,"Eixample",10,"Sant Antoni","95-99",37
2017,3,"Sants-Montjuïc",11,"el Poble Sec","95-99",28
2017,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","95-99",0
2017,3,"Sants-Montjuïc",13,"la Marina de Port","95-99",16
2017,3,"Sants-Montjuïc",14,"la Font de la Guatlla","95-99",15
2017,3,"Sants-Montjuïc",15,"Hostafrancs","95-99",13
2017,3,"Sants-Montjuïc",16,"la Bordeta","95-99",10
2017,3,"Sants-Montjuïc",17,"Sants - Badal","95-99",16
2017,3,"Sants-Montjuïc",18,"Sants","95-99",31
2017,4,"Les Corts",19,"les Corts","95-99",43
2017,4,"Les Corts",20,"la Maternitat i Sant Ramon","95-99",18
2017,4,"Les Corts",21,"Pedralbes","95-99",15
2017,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","95-99",4
2017,5,"Sarrià-Sant Gervasi",23,"Sarrià","95-99",37
2017,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","95-99",17
2017,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","95-99",30
2017,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","95-99",37
2017,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","95-99",25
2017,6,"Gràcia",28,"Vallcarca i els Penitents","95-99",14
2017,6,"Gràcia",29,"el Coll","95-99",5
2017,6,"Gràcia",30,"la Salut","95-99",21
2017,6,"Gràcia",31,"la Vila de Gràcia","95-99",63
2017,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","95-99",37
2017,7,"Horta-Guinardó",33,"el Baix Guinardó","95-99",25
2017,7,"Horta-Guinardó",34,"Can Baró","95-99",11
2017,7,"Horta-Guinardó",35,"el Guinardó","95-99",30
2017,7,"Horta-Guinardó",36,"la Font d'en Fargues","95-99",14
2017,7,"Horta-Guinardó",37,"el Carmel","95-99",25
2017,7,"Horta-Guinardó",38,"la Teixonera","95-99",7
2017,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","95-99",5
2017,7,"Horta-Guinardó",40,"Montbau","95-99",13
2017,7,"Horta-Guinardó",41,"la Vall d'Hebron","95-99",3
2017,7,"Horta-Guinardó",42,"la Clota","95-99",0
2017,7,"Horta-Guinardó",43,"Horta","95-99",30
2017,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","95-99",17
2017,8,"Nou Barris",45,"Porta","95-99",16
2017,8,"Nou Barris",46,"el Turó de la Peira","95-99",8
2017,8,"Nou Barris",47,"Can Peguera","95-99",0
2017,8,"Nou Barris",48,"la Guineueta","95-99",14
2017,8,"Nou Barris",49,"Canyelles","95-99",3
2017,8,"Nou Barris",50,"les Roquetes","95-99",8
2017,8,"Nou Barris",51,"Verdun","95-99",10
2017,8,"Nou Barris",52,"la Prosperitat","95-99",17
2017,8,"Nou Barris",53,"la Trinitat Nova","95-99",6
2017,8,"Nou Barris",54,"Torre Baró","95-99",0
2017,8,"Nou Barris",55,"Ciutat Meridiana","95-99",7
2017,8,"Nou Barris",56,"Vallbona","95-99",3
2017,9,"Sant Andreu",57,"la Trinitat Vella","95-99",3
2017,9,"Sant Andreu",58,"Baró de Viver","95-99",0
2017,9,"Sant Andreu",59,"el Bon Pastor","95-99",8
2017,9,"Sant Andreu",60,"Sant Andreu","95-99",42
2017,9,"Sant Andreu",61,"la Sagrera","95-99",19
2017,9,"Sant Andreu",62,"el Congrés i els Indians","95-99",10
2017,9,"Sant Andreu",63,"Navas","95-99",13
2017,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","95-99",35
2017,10,"Sant Martí",65,"el Clot","95-99",16
2017,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","95-99",6
2017,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","95-99",3
2017,10,"Sant Martí",68,"el Poblenou","95-99",13
2017,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","95-99",4
2017,10,"Sant Martí",70,"el Besòs i el Maresme","95-99",5
2017,10,"Sant Martí",71,"Provençals del Poblenou","95-99",11
2017,10,"Sant Martí",72,"Sant Martí de Provençals","95-99",27
2017,10,"Sant Martí",73,"la Verneda i la Pau","95-99",16
2017,1,"Ciutat Vella",1,"el Raval",">=100",6
2017,1,"Ciutat Vella",2,"el Barri Gòtic",">=100",4
2017,1,"Ciutat Vella",3,"la Barceloneta",">=100",1
2017,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",">=100",3
2017,2,"Eixample",5,"el Fort Pienc",">=100",5
2017,2,"Eixample",6,"la Sagrada Família",">=100",5
2017,2,"Eixample",7,"la Dreta de l'Eixample",">=100",19
2017,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",">=100",18
2017,2,"Eixample",9,"la Nova Esquerra de l'Eixample",">=100",10
2017,2,"Eixample",10,"Sant Antoni",">=100",16
2017,3,"Sants-Montjuïc",11,"el Poble Sec",">=100",6
2017,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell",">=100",0
2017,3,"Sants-Montjuïc",13,"la Marina de Port",">=100",2
2017,3,"Sants-Montjuïc",14,"la Font de la Guatlla",">=100",2
2017,3,"Sants-Montjuïc",15,"Hostafrancs",">=100",2
2017,3,"Sants-Montjuïc",16,"la Bordeta",">=100",0
2017,3,"Sants-Montjuïc",17,"Sants - Badal",">=100",4
2017,3,"Sants-Montjuïc",18,"Sants",">=100",8
2017,4,"Les Corts",19,"les Corts",">=100",7
2017,4,"Les Corts",20,"la Maternitat i Sant Ramon",">=100",2
2017,4,"Les Corts",21,"Pedralbes",">=100",1
2017,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes",">=100",0
2017,5,"Sarrià-Sant Gervasi",23,"Sarrià",">=100",13
2017,5,"Sarrià-Sant Gervasi",24,"les Tres Torres",">=100",6
2017,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",">=100",3
2017,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",">=100",13
2017,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",">=100",7
2017,6,"Gràcia",28,"Vallcarca i els Penitents",">=100",5
2017,6,"Gràcia",29,"el Coll",">=100",0
2017,6,"Gràcia",30,"la Salut",">=100",3
2017,6,"Gràcia",31,"la Vila de Gràcia",">=100",11
2017,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova",">=100",10
2017,7,"Horta-Guinardó",33,"el Baix Guinardó",">=100",3
2017,7,"Horta-Guinardó",34,"Can Baró",">=100",0
2017,7,"Horta-Guinardó",35,"el Guinardó",">=100",8
2017,7,"Horta-Guinardó",36,"la Font d'en Fargues",">=100",0
2017,7,"Horta-Guinardó",37,"el Carmel",">=100",1
2017,7,"Horta-Guinardó",38,"la Teixonera",">=100",1
2017,7,"Horta-Guinardó",39,"Sant Genís dels Agudells",">=100",1
2017,7,"Horta-Guinardó",40,"Montbau",">=100",3
2017,7,"Horta-Guinardó",41,"la Vall d'Hebron",">=100",2
2017,7,"Horta-Guinardó",42,"la Clota",">=100",0
2017,7,"Horta-Guinardó",43,"Horta",">=100",4
2017,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta",">=100",3
2017,8,"Nou Barris",45,"Porta",">=100",4
2017,8,"Nou Barris",46,"el Turó de la Peira",">=100",2
2017,8,"Nou Barris",47,"Can Peguera",">=100",0
2017,8,"Nou Barris",48,"la Guineueta",">=100",1
2017,8,"Nou Barris",49,"Canyelles",">=100",0
2017,8,"Nou Barris",50,"les Roquetes",">=100",0
2017,8,"Nou Barris",51,"Verdun",">=100",0
2017,8,"Nou Barris",52,"la Prosperitat",">=100",2
2017,8,"Nou Barris",53,"la Trinitat Nova",">=100",1
2017,8,"Nou Barris",54,"Torre Baró",">=100",0
2017,8,"Nou Barris",55,"Ciutat Meridiana",">=100",0
2017,8,"Nou Barris",56,"Vallbona",">=100",1
2017,9,"Sant Andreu",57,"la Trinitat Vella",">=100",0
2017,9,"Sant Andreu",58,"Baró de Viver",">=100",0
2017,9,"Sant Andreu",59,"el Bon Pastor",">=100",4
2017,9,"Sant Andreu",60,"Sant Andreu",">=100",11
2017,9,"Sant Andreu",61,"la Sagrera",">=100",1
2017,9,"Sant Andreu",62,"el Congrés i els Indians",">=100",1
2017,9,"Sant Andreu",63,"Navas",">=100",5
2017,10,"Sant Martí",64,"el Camp de l'Arpa del Clot",">=100",3
2017,10,"Sant Martí",65,"el Clot",">=100",7
2017,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",">=100",0
2017,10,"Sant Martí",67,"la Vila Olímpica del Poblenou",">=100",0
2017,10,"Sant Martí",68,"el Poblenou",">=100",2
2017,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",">=100",2
2017,10,"Sant Martí",70,"el Besòs i el Maresme",">=100",1
2017,10,"Sant Martí",71,"Provençals del Poblenou",">=100",1
2017,10,"Sant Martí",72,"Sant Martí de Provençals",">=100",2
2017,10,"Sant Martí",73,"la Verneda i la Pau",">=100",3
2016,1,"Ciutat Vella",1,"el Raval","0-4",0
2016,1,"Ciutat Vella",2,"el Barri Gòtic","0-4",0
2016,1,"Ciutat Vella",3,"la Barceloneta","0-4",0
2016,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","0-4",0
2016,2,"Eixample",5,"el Fort Pienc","0-4",0
2016,2,"Eixample",6,"la Sagrada Família","0-4",2
2016,2,"Eixample",7,"la Dreta de l'Eixample","0-4",0
2016,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","0-4",1
2016,2,"Eixample",9,"la Nova Esquerra de l'Eixample","0-4",0
2016,2,"Eixample",10,"Sant Antoni","0-4",0
2016,3,"Sants-Montjuïc",11,"el Poble Sec","0-4",0
2016,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","0-4",0
2016,3,"Sants-Montjuïc",13,"la Marina de Port","0-4",0
2016,3,"Sants-Montjuïc",14,"la Font de la Guatlla","0-4",0
2016,3,"Sants-Montjuïc",15,"Hostafrancs","0-4",0
2016,3,"Sants-Montjuïc",16,"la Bordeta","0-4",0
2016,3,"Sants-Montjuïc",17,"Sants - Badal","0-4",0
2016,3,"Sants-Montjuïc",18,"Sants","0-4",0
2016,4,"Les Corts",19,"les Corts","0-4",1
2016,4,"Les Corts",20,"la Maternitat i Sant Ramon","0-4",0
2016,4,"Les Corts",21,"Pedralbes","0-4",0
2016,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","0-4",0
2016,5,"Sarrià-Sant Gervasi",23,"Sarrià","0-4",0
2016,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","0-4",0
2016,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","0-4",0
2016,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","0-4",0
2016,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","0-4",0
2016,6,"Gràcia",28,"Vallcarca i els Penitents","0-4",0
2016,6,"Gràcia",29,"el Coll","0-4",0
2016,6,"Gràcia",30,"la Salut","0-4",1
2016,6,"Gràcia",31,"la Vila de Gràcia","0-4",0
2016,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","0-4",0
2016,7,"Horta-Guinardó",33,"el Baix Guinardó","0-4",0
2016,7,"Horta-Guinardó",34,"Can Baró","0-4",0
2016,7,"Horta-Guinardó",35,"el Guinardó","0-4",0
2016,7,"Horta-Guinardó",36,"la Font d'en Fargues","0-4",0
2016,7,"Horta-Guinardó",37,"el Carmel","0-4",0
2016,7,"Horta-Guinardó",38,"la Teixonera","0-4",0
2016,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","0-4",0
2016,7,"Horta-Guinardó",40,"Montbau","0-4",0
2016,7,"Horta-Guinardó",41,"la Vall d'Hebron","0-4",1
2016,7,"Horta-Guinardó",42,"la Clota","0-4",0
2016,7,"Horta-Guinardó",43,"Horta","0-4",0
2016,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","0-4",0
2016,8,"Nou Barris",45,"Porta","0-4",0
2016,8,"Nou Barris",46,"el Turó de la Peira","0-4",0
2016,8,"Nou Barris",47,"Can Peguera","0-4",0
2016,8,"Nou Barris",48,"la Guineueta","0-4",0
2016,8,"Nou Barris",49,"Canyelles","0-4",0
2016,8,"Nou Barris",50,"les Roquetes","0-4",0
