"Code","Transport","Longitude","Latitude","Bus.Stop","District.Name","Neighborhood.Name"
"K014","Day bus stop",2.093976,41.426571,"BUS -128--","Sarrià-Sant Gervasi","Vallvidrera, el Tibidabo i les Planes"
"K014","Day bus stop",2.180552,41.44645,"BUS -60--","Nou Barris","la Trinitat Nova"
"K015","Night bus stop",2.16784,41.387246,"NITBUS -N17-N18--","Eixample","la Dreta de l'Eixample"
"K014","Day bus stop",2.165836,41.387883,"BUS -54-H12-52--","Eixample","la Dreta de l'Eixample"
"K014","Day bus stop",2.160085,41.390222,"BUS -63-H10--","Eixample","l'Antiga Esquerra de l'Eixample"
"K015","Night bus stop",2.195539,41.414979,"NITBUS -N8--","Sant Martí","Sant Martí de Provençals"
"K014","Day bus stop",2.137483,41.384637,"BUS -59-78-H8--","Les Corts","les Corts"
"K015","Night bus stop",2.169091,41.397041,"NITBUS -N7--","Eixample","la Dreta de l'Eixample"
"K015","Night bus stop",2.191505,41.417697,"NITBUS -N9--","Sant Andreu","la Sagrera"
"K014","Day bus stop",2.156748,41.389542,"BUS -H10--","Eixample","l'Antiga Esquerra de l'Eixample"
"K014","Day bus stop",2.146475,41.393173,"BUS -6-7-33-34-H8--","Eixample","l'Antiga Esquerra de l'Eixample"
"K015","Night bus stop",2.156575,41.385323,"NITBUS -N12--","Eixample","l'Antiga Esquerra de l'Eixample"
"K015","Night bus stop",2.170511,41.374824,"NITBUS -N0-N6--","Sants-Montjuïc","el Poble-sec"
"K015","Night bus stop",2.174645,41.430874,"NITBUS -N1-N6--","Nou Barris","Porta"
"K014","Day bus stop",2.17308,41.433449,"BUS -47-82-D40-V29-D50--","Nou Barris","el Turó de la Peira"
"K014","Day bus stop",2.177031,41.389744,"BUS -19-39-55-H16--","Ciutat Vella","Sant Pere, Santa Caterina i la Ribera"
"K014","Day bus stop",2.150459,41.374945,"BUS -D20--","Sants-Montjuïc","el Poble-sec"
"K014","Day bus stop",2.169231,41.438885,"BUS -47-76-B19-82-H4--","Nou Barris","la Guineueta"
"K015","Night bus stop",2.169231,41.438885,"NITBUS -N6--","Nou Barris","la Guineueta"
"K014","Day bus stop",2.174651,41.444914,"BUS -11-60-V29--","Nou Barris","les Roquetes"
"K014","Day bus stop",2.139625,41.375284,"BUS -D20-V5-52--","Sants-Montjuïc","Sants"
"K015","Night bus stop",2.145366,41.351727,"NITBUS -N1--","Sants-Montjuïc","la Marina del Prat Vermell"
"K014","Day bus stop",2.127411,41.388474,"BUS -7-33-63-67-75-78-L14-L79-V5-E43--","Les Corts","les Corts"
"K014","Day bus stop",2.179426,41.404717,"BUS -33-34-B24-H10-D50--","Eixample","la Sagrada Família"
"K014","Day bus stop",2.14897,41.420132,"BUS -92-V17--","Gràcia","el Coll"
"K014","Day bus stop",2.124069,41.390359,"BUS -6--","Les Corts","Pedralbes"
"K014","Day bus stop",2.137733,41.362238,"BUS -109-125-V3-H16--","Sants-Montjuïc","la Marina de Port"
"K015","Night bus stop",2.139324,41.367539,"NITBUS -N1-N13-N15-N16-N17-N18--","Sants-Montjuïc","la Marina de Port"
"K014","Day bus stop",2.18838,41.430245,"BUS -11-34-126--","Sant Andreu","Sant Andreu"
"K014","Day bus stop",2.139577,41.388478,"BUS -78-V9--","Les Corts","les Corts"
"K014","Day bus stop",2.140947,41.419141,"BUS -27-119--","Gràcia","Vallcarca i els Penitents"
"K014","Day bus stop",2.203723,41.436154,"BUS -11-60-H4--","Sant Andreu","el Bon Pastor"
"K014","Day bus stop",2.178468,41.376731,"BUS -59-D20-H14-V13--","Ciutat Vella","el Barri Gòtic"
"K015","Night bus stop",2.178468,41.376731,"NITBUS -N0-N6--","Ciutat Vella","el Barri Gòtic"
"K014","Day bus stop",2.144607,41.393779,"BUS -68-V11--","Sarrià-Sant Gervasi","Sant Gervasi - Galvany"
"K014","Day bus stop",2.10951,41.385487,"BUS -54-75-113--","Les Corts","Pedralbes"
"K015","Night bus stop",2.203124,41.391662,"NITBUS -N6-N8-N28--","Sant Martí","la Vila Olímpica del Poblenou"
"K014","Day bus stop",2.152553,41.390396,"BUS -59-63--","Eixample","l'Antiga Esquerra de l'Eixample"
"K014","Day bus stop",2.158753,41.400946,"BUS -39--","Gràcia","la Vila de Gràcia"
"K014","Day bus stop",2.153609,41.392221,"BUS -54-67--","Eixample","l'Antiga Esquerra de l'Eixample"
"K014","Day bus stop",2.143558,41.399259,"BUS -V13--","Sarrià-Sant Gervasi","Sant Gervasi - Galvany"
"K015","Night bus stop",2.141059,41.404666,"NITBUS -N0--","Sarrià-Sant Gervasi","el Putxet i el Farró"
"K014","Day bus stop",2.191709,41.427505,"BUS -34-126-H8-V31--","Sant Andreu","la Sagrera"
"K014","Day bus stop",2.176149,41.424546,"BUS -D40--","Horta-Guinardó","el Guinardó"
"K014","Day bus stop",2.16957,41.426001,"BUS -39--","Horta-Guinardó","la Font d'en Fargues"
"K015","Night bus stop",2.203498,41.401962,"NITBUS -N6--","Sant Martí","el Poblenou"
"K014","Day bus stop",2.192025,41.412377,"BUS -33-B24--","Sant Martí","el Clot"
"K014","Day bus stop",2.165732,41.395607,"BUS -39-45-47-V17--","Eixample","la Dreta de l'Eixample"
"K014","Day bus stop",2.180753,41.419039,"BUS -19-45-47-D50--","Sant Andreu","Navas"
"K014","Day bus stop",2.133267,41.429673,"BUS -112--","Horta-Guinardó","Sant Genís dels Agudells"
"K014","Day bus stop",2.159927,41.374913,"BUS -D20--","Sants-Montjuïc","el Poble-sec"
"K015","Night bus stop",2.179584,41.445435,"NITBUS -N1--","Nou Barris","la Prosperitat"
"K014","Day bus stop",2.152357,41.397799,"BUS -27-D40--","Sarrià-Sant Gervasi","Sant Gervasi - Galvany"
"K015","Night bus stop",2.141625,41.404026,"NITBUS -N5--","Sarrià-Sant Gervasi","Sant Gervasi - Galvany"
"K015","Night bus stop",2.145063,41.402552,"NITBUS -N5--","Sarrià-Sant Gervasi","Sant Gervasi - Galvany"
"K014","Day bus stop",2.131198,41.414147,"BUS -60--","Sarrià-Sant Gervasi","Sant Gervasi - la Bonanova"
"K014","Day bus stop",2.181437,41.460715,"BUS -62-96-97-104--","Nou Barris","Torre Baró"
"K014","Day bus stop",2.186504,41.406601,"BUS -62--","Sant Martí","el Clot"
"K015","Night bus stop",2.206988,41.418686,"NITBUS -N2--","Sant Martí","la Verneda i la Pau"
"K015","Night bus stop",2.139629,41.367999,"NITBUS -N1-N13-N15-N16-N17-N18--","Sants-Montjuïc","la Bordeta"
"K014","Day bus stop",2.156639,41.406486,"BUS -39--","Gràcia","la Vila de Gràcia"
"K015","Night bus stop",2.171804,41.4075,"NITBUS -N4--","Eixample","la Sagrada Família"
"K014","Day bus stop",2.136085,41.381913,"BUS -54-H10--","Sants-Montjuïc","Sants"
"K014","Day bus stop",2.149312,41.431462,"BUS -V21--","Horta-Guinardó","la Vall d'Hebron"
"K014","Day bus stop",2.127195,41.327581,"BUS -109--","Sants-Montjuïc","la Marina del Prat Vermell"
"K015","Night bus stop",2.127195,41.327581,"NITBUS -N1--","Sants-Montjuïc","la Marina del Prat Vermell"
"K014","Day bus stop",2.114342,41.381428,"BUS -54-113--","Les Corts","la Maternitat i Sant Ramon"
"K014","Day bus stop",2.197439,41.422082,"BUS -V31-V29--","Sant Martí","la Verneda i la Pau"
"K015","Night bus stop",2.204839,41.435508,"NITBUS -N8--","Sant Andreu","el Bon Pastor"
"K014","Day bus stop",2.205993,41.433529,"BUS -V33--","Sant Andreu","el Bon Pastor"
"K014","Day bus stop",2.189811,41.445164,"BUS -96-B19-H4--","Sant Andreu","Sant Andreu"
"K014","Day bus stop",2.18918,41.453469,"BUS -62-76-96-97-104--","Sant Andreu","la Trinitat Vella"
"K015","Night bus stop",2.18918,41.453469,"NITBUS -N3--","Sant Andreu","la Trinitat Vella"
"K015","Night bus stop",2.136167,41.415181,"NITBUS -N4--","Sarrià-Sant Gervasi","Sant Gervasi - la Bonanova"
"K015","Night bus stop",2.204505,41.439253,"NITBUS -N8--","Sant Andreu","el Bon Pastor"
"K015","Night bus stop",2.186123,41.38224,"NITBUS -N8-N28--","Ciutat Vella","la Barceloneta"
"K014","Day bus stop",2.159392,41.375097,"BUS -D20-V9--","Eixample","Sant Antoni"
"K014","Day bus stop",2.147974,41.381079,"BUS -109-H10--","Eixample","la Nova Esquerra de l'Eixample"
"K014","Day bus stop",2.190566,41.414948,"BUS -33-34-B24-H10--","Sant Andreu","Navas"
"K015","Night bus stop",2.148555,41.374322,"NITBUS -N1-N13-N15-N16-N17-N18--","Sants-Montjuïc","el Poble-sec"
"K014","Day bus stop",2.142547,41.411631,"BUS -22-92--","Gràcia","Vallcarca i els Penitents"
"K015","Night bus stop",2.158226,41.41918,"NITBUS -N4-N5--","Horta-Guinardó","el Carmel"
"K014","Day bus stop",2.162696,41.421052,"BUS -24--","Horta-Guinardó","el Carmel"
"K014","Day bus stop",2.148873,41.394502,"BUS -V13--","Sarrià-Sant Gervasi","Sant Gervasi - Galvany"
"K015","Night bus stop",2.13572,41.386323,"NITBUS -N0--","Les Corts","les Corts"
"K015","Night bus stop",2.173347,41.388813,"NITBUS -N4--","Ciutat Vella","Sant Pere, Santa Caterina i la Ribera"
"K015","Night bus stop",2.143522,41.353779,"NITBUS -N1--","Sants-Montjuïc","la Marina del Prat Vermell"
"K014","Day bus stop",2.155253,41.431336,"BUS -45-102--","Horta-Guinardó","Horta"
"K014","Day bus stop",2.152221,41.374821,"BUS -79--","Sants-Montjuïc","el Poble-sec"
"K016","Airport bus stop",2.163988,41.386114,"AEROBUS -A1-A2--","Eixample","Sant Antoni"
"K014","Day bus stop",2.105302,41.414513,"BUS -111--","Sarrià-Sant Gervasi","Vallvidrera, el Tibidabo i les Planes"
"K015","Night bus stop",2.17041,41.459659,"NITBUS -N3--","Nou Barris","Ciutat Meridiana"
"K015","Night bus stop",2.212924,41.410034,"NITBUS -N6-N7--","Sant Martí","Diagonal Mar i el Front Marítim del Poblenou"
"K014","Day bus stop",2.204581,41.40794,"BUS -7--","Sant Martí","Provençals del Poblenou"
"K014","Day bus stop",2.170261,41.444249,"BUS -V27--","Nou Barris","Canyelles"
"K014","Day bus stop",2.190501,41.447852,"BUS -11-62-76-126-V31--","Sant Andreu","la Trinitat Vella"
"K015","Night bus stop",2.119849,41.377087,"NITBUS -N14-N3--","Les Corts","la Maternitat i Sant Ramon"
"K014","Day bus stop",2.191325,41.427678,"BUS -11--","Sant Andreu","la Sagrera"
"K014","Day bus stop",2.14478,41.366359,"BUS -23-150--","Sants-Montjuïc","el Poble-sec"
"K014","Day bus stop",2.151744,41.366571,"BUS -150--","Sants-Montjuïc","el Poble-sec"
"K014","Day bus stop",2.146833,41.365561,"BUS -150--","Sants-Montjuïc","el Poble-sec"
"K014","Day bus stop",2.17016,41.416529,"BUS -39-55-D40--","Horta-Guinardó","el Guinardó"
"K015","Night bus stop",2.179509,41.400579,"NITBUS -N0-N9--","Eixample","el Fort Pienc"
"K014","Day bus stop",2.15794,41.427967,"BUS -39-102-87-V21--","Horta-Guinardó","Horta"
"K014","Day bus stop",2.153551,41.437263,"BUS -45-102--","Horta-Guinardó","Horta"
"K015","Night bus stop",2.15108,41.391317,"NITBUS -N7--","Eixample","l'Antiga Esquerra de l'Eixample"
"K015","Night bus stop",2.175896,41.426418,"NITBUS -N1-N6--","Nou Barris","Vilapicina i la Torre Llobeta"
"K015","Night bus stop",2.165092,41.386212,"NITBUS -N1-N2-N3-N6-N7-N8-N28--","Eixample","la Dreta de l'Eixample"
"K015","Night bus stop",2.182738,41.388876,"NITBUS -N11--","Ciutat Vella","Sant Pere, Santa Caterina i la Ribera"
"K014","Day bus stop",2.182107,41.388394,"BUS -39-120--","Ciutat Vella","Sant Pere, Santa Caterina i la Ribera"
"K015","Night bus stop",2.144774,41.430695,"NITBUS -N4--","Horta-Guinardó","Montbau"
"K014","Day bus stop",2.140165,41.430389,"BUS -V21--","Horta-Guinardó","Montbau"
"K014","Day bus stop",2.190699,41.442287,"BUS -V31--","Sant Andreu","Sant Andreu"
"K014","Day bus stop",2.172282,41.44348,"BUS -11-60-127-81-D40-V29--","Nou Barris","Verdun"
"K014","Day bus stop",2.174064,41.4612,"BUS -62-76-83--","Nou Barris","Ciutat Meridiana"
"K014","Day bus stop",2.140658,41.404274,"BUS -H6--","Sarrià-Sant Gervasi","Sant Gervasi - Galvany"
"K015","Night bus stop",2.12047,41.402039,"NITBUS -N8-N10--","Sarrià-Sant Gervasi","Sarrià"
"K014","Day bus stop",2.152863,41.374856,"BUS -65-165--","Sants-Montjuïc","el Poble-sec"
"K014","Day bus stop",2.149303,41.412919,"BUS -116--","Gràcia","la Salut"
"K014","Day bus stop",2.101642,41.40901,"BUS -111--","Sarrià-Sant Gervasi","Vallvidrera, el Tibidabo i les Planes"
"K014","Day bus stop",2.134575,41.369501,"BUS -91-115--","Sants-Montjuïc","la Bordeta"
"K014","Day bus stop",2.149989,41.425678,"BUS -112-185--","Horta-Guinardó","la Teixonera"
"K014","Day bus stop",2.180138,41.445935,"BUS -60-76-127--","Nou Barris","la Prosperitat"
"K014","Day bus stop",2.177174,41.39637,"BUS -6-7-62-H12--","Eixample","la Dreta de l'Eixample"
"K014","Day bus stop",2.186202,41.44303,"BUS -62-96-97-104--","Nou Barris","la Prosperitat"
"K014","Day bus stop",2.212892,41.416454,"BUS -V31-136--","Sant Martí","el Besòs i el Maresme"
"K015","Night bus stop",2.0969,41.41936,"NITBUS -N10--","Sarrià-Sant Gervasi","Vallvidrera, el Tibidabo i les Planes"
"K015","Night bus stop",2.177441,41.429344,"NITBUS -N1-N6--","Nou Barris","Vilapicina i la Torre Llobeta"
"K014","Day bus stop",2.182571,41.440129,"BUS -132--","Nou Barris","la Prosperitat"
"K014","Day bus stop",2.182312,41.436646,"BUS -11-132--","Nou Barris","Porta"
"K014","Day bus stop",2.183272,41.448193,"BUS -80-81-D50--","Nou Barris","la Trinitat Nova"
"K014","Day bus stop",2.176171,41.448388,"BUS -V29--","Nou Barris","les Roquetes"
"K014","Day bus stop",2.164448,41.411274,"BUS -92-114--","Horta-Guinardó","el Baix Guinardó"
"K014","Day bus stop",2.164274,41.409777,"BUS -55-114--","Gràcia","el Camp d'en Grassot i Gràcia Nova"
"K014","Day bus stop",2.197454,41.412636,"BUS -V27--","Sant Martí","Sant Martí de Provençals"
"K014","Day bus stop",2.193442,41.446168,"BUS -11-60-B19--","Sant Andreu","Sant Andreu"
"K014","Day bus stop",2.161729,41.39341,"BUS -H10--","Eixample","la Dreta de l'Eixample"
"K014","Day bus stop",2.169481,41.425478,"BUS -117--","Horta-Guinardó","la Font d'en Fargues"
"K014","Day bus stop",2.152664,41.42191,"BUS -119--","Horta-Guinardó","el Carmel"
"K014","Day bus stop",2.156484,41.422308,"BUS -119-86--","Horta-Guinardó","el Carmel"
"K014","Day bus stop",2.163736,41.380329,"BUS -120--","Ciutat Vella","el Raval"
"K014","Day bus stop",2.156873,41.373002,"BUS -55-121--","Sants-Montjuïc","el Poble-sec"
"K014","Day bus stop",2.154692,41.377409,"BUS -13-55-91-L94-L95-E95--","Eixample","Sant Antoni"
"K015","Night bus stop",2.155129,41.400261,"NITBUS -N4--","Gràcia","la Vila de Gràcia"
"K014","Day bus stop",2.169551,41.386583,"BUS -67--","Eixample","la Dreta de l'Eixample"
"K015","Night bus stop",2.169278,41.386898,"NITBUS -N1-N12-N15--","Eixample","la Dreta de l'Eixample"
"K015","Night bus stop",2.162472,41.414235,"NITBUS -N0-N6--","Horta-Guinardó","Can Baró"
"K014","Day bus stop",2.174081,41.400719,"BUS -19-33-34-B24-H10-D50--","Eixample","la Sagrada Família"
"K014","Day bus stop",2.177281,41.396098,"BUS -6-7-62-H12--","Eixample","el Fort Pienc"
"K014","Day bus stop",2.145469,41.422749,"BUS -19--","Horta-Guinardó","la Teixonera"
"K015","Night bus stop",2.159762,41.411338,"NITBUS -N0-N6--","Gràcia","el Camp d'en Grassot i Gràcia Nova"
"K014","Day bus stop",2.178444,41.422829,"BUS -19-45-47-117-D50--","Horta-Guinardó","el Guinardó"
"K014","Day bus stop",2.137395,41.409481,"BUS -131-V15--","Sarrià-Sant Gervasi","el Putxet i el Farró"
"K014","Day bus stop",2.129447,41.415444,"BUS -196--","Sarrià-Sant Gervasi","Sant Gervasi - la Bonanova"
"K014","Day bus stop",2.160106,41.387929,"BUS -54-63-67-V13--","Eixample","l'Antiga Esquerra de l'Eixample"
"K014","Day bus stop",2.183552,41.389534,"BUS -39-H16--","Ciutat Vella","Sant Pere, Santa Caterina i la Ribera"
"K015","Night bus stop",2.125961,41.398459,"NITBUS -N7--","Sarrià-Sant Gervasi","les Tres Torres"
"K015","Night bus stop",2.204175,41.43758,"NITBUS -N8--","Sant Andreu","el Bon Pastor"
"K014","Day bus stop",2.170833,41.444405,"BUS -27-D40--","Nou Barris","Canyelles"
"K014","Day bus stop",2.116158,41.385619,"BUS -7-33-67-75-113-L14-L79-H6-E43--","Les Corts","Pedralbes"
"K014","Day bus stop",2.138128,41.429437,"BUS -19--","Horta-Guinardó","Sant Genís dels Agudells"
"K015","Night bus stop",2.172412,41.397416,"NITBUS -N1-N4--","Eixample","la Dreta de l'Eixample"
"K014","Day bus stop",2.182919,41.416027,"BUS -192--","Sant Martí","el Camp de l'Arpa del Clot"
"K014","Day bus stop",2.177209,41.455904,"BUS -83--","Nou Barris","Torre Baró"
"K015","Night bus stop",2.105763,41.386958,"NITBUS -N12--","Les Corts","Pedralbes"
"K014","Day bus stop",2.149965,41.373948,"BUS -150--","Sants-Montjuïc","el Poble-sec"
"K014","Day bus stop",2.180661,41.460969,"BUS -80-83-81--","Nou Barris","Torre Baró"
"K014","Day bus stop",2.199039,41.400503,"BUS -6-B25-B20-136--","Sant Martí","el Poblenou"
"K015","Night bus stop",2.107095,41.417644,"NITBUS -N10--","Sarrià-Sant Gervasi","Vallvidrera, el Tibidabo i les Planes"
"K014","Day bus stop",2.161824,41.420842,"BUS -V17--","Horta-Guinardó","el Carmel"
"K014","Day bus stop",2.181805,41.41519,"BUS -117-192-H8--","Sant Martí","el Camp de l'Arpa del Clot"
"K014","Day bus stop",2.14137,41.381243,"BUS -78-115-V7--","Sants-Montjuïc","Sants"
"K014","Day bus stop",2.096615,41.421079,"BUS -128--","Sarrià-Sant Gervasi","Vallvidrera, el Tibidabo i les Planes"
"K014","Day bus stop",2.122002,41.393109,"BUS -34-V3--","Sarrià-Sant Gervasi","Sarrià"
"K014","Day bus stop",2.163558,41.422253,"BUS -117--","Horta-Guinardó","la Font d'en Fargues"
"K015","Night bus stop",2.131055,41.375623,"NITBUS -N14-N2-N28--","Sants-Montjuïc","Sants"
"K014","Day bus stop",2.10994,41.388103,"BUS -54-113--","Les Corts","Pedralbes"
"K014","Day bus stop",2.155928,41.429772,"BUS -39--","Horta-Guinardó","la Clota"
"K014","Day bus stop",2.131991,41.427484,"BUS -112--","Horta-Guinardó","Sant Genís dels Agudells"
"K015","Night bus stop",2.174677,41.389805,"NITBUS -N11--","Eixample","la Dreta de l'Eixample"
"K014","Day bus stop",2.128313,41.331119,"BUS -21-109--","Sants-Montjuïc","la Marina del Prat Vermell"
"K014","Day bus stop",2.150009,41.402839,"BUS -22-24-87-V17--","Sarrià-Sant Gervasi","el Putxet i el Farró"
"K014","Day bus stop",2.18518,41.463871,"BUS -97-80-83-81--","Nou Barris","Vallbona"
"K014","Day bus stop",2.168356,41.379239,"BUS -120--","Ciutat Vella","el Raval"
"K014","Day bus stop",2.092236,41.427407,"BUS -128--","Sarrià-Sant Gervasi","Vallvidrera, el Tibidabo i les Planes"
"K014","Day bus stop",2.193156,41.430195,"BUS -11-34-126-H8-V31--","Sant Andreu","Sant Andreu"
"K015","Night bus stop",2.138758,41.406811,"NITBUS -N5--","Sarrià-Sant Gervasi","el Putxet i el Farró"
"K014","Day bus stop",2.158596,41.414873,"BUS -24-92--","Gràcia","la Salut"
"K015","Night bus stop",2.171378,41.391989,"NITBUS -N1-N2-N3--","Eixample","la Dreta de l'Eixample"
"K015","Night bus stop",2.217432,41.413097,"NITBUS -N6--","Sant Martí","el Besòs i el Maresme"
"K015","Night bus stop",2.163383,41.393551,"NITBUS -N4-N5--","Eixample","la Dreta de l'Eixample"
"K015","Night bus stop",2.167215,41.374902,"NITBUS -N0-N6--","Sants-Montjuïc","el Poble-sec"
"K015","Night bus stop",2.114828,41.401572,"NITBUS -N8--","Sarrià-Sant Gervasi","Sarrià"
"K014","Day bus stop",2.136046,41.410141,"BUS -75-123-H4-V13--","Sarrià-Sant Gervasi","Sant Gervasi - la Bonanova"
"K015","Night bus stop",2.14897,41.420132,"NITBUS -N4-N5--","Gràcia","el Coll"
"K015","Night bus stop",2.175232,41.439305,"NITBUS -N1--","Nou Barris","Verdun"
"K015","Night bus stop",2.144555,41.37527,"NITBUS -N14-N2-N28--","Sants-Montjuïc","Hostafrancs"
"K015","Night bus stop",2.180636,41.38248,"NITBUS -N8-N28--","Ciutat Vella","el Barri Gòtic"
"K014","Day bus stop",2.149802,41.406154,"BUS -22-27-87-V17--","Sarrià-Sant Gervasi","el Putxet i el Farró"
"K014","Day bus stop",2.128146,41.388054,"BUS -70-V3--","Les Corts","les Corts"
"K015","Night bus stop",2.125939,41.387711,"NITBUS -N12--","Les Corts","la Maternitat i Sant Ramon"
"K014","Day bus stop",2.182615,41.423549,"BUS -V27-191--","Sant Andreu","el Congrés i els Indians"
"K014","Day bus stop",2.163991,41.420215,"BUS -119-V17--","Horta-Guinardó","el Carmel"
"K014","Day bus stop",2.163216,41.433606,"BUS -V27--","Horta-Guinardó","Horta"
"K015","Night bus stop",2.171964,41.418606,"NITBUS -N6--","Horta-Guinardó","el Guinardó"
"K014","Day bus stop",2.155031,41.430665,"BUS -V21--","Horta-Guinardó","la Clota"
"K015","Night bus stop",2.136432,41.390355,"NITBUS -N12--","Les Corts","les Corts"
"K015","Night bus stop",2.180397,41.379118,"NITBUS -N0-N6--","Ciutat Vella","el Barri Gòtic"
"K015","Night bus stop",2.133476,41.389615,"NITBUS -N12--","Les Corts","les Corts"
"K015","Night bus stop",2.144157,41.427909,"NITBUS -N4--","Horta-Guinardó","la Vall d'Hebron"
"K015","Night bus stop",2.168902,41.459511,"NITBUS -N3--","Nou Barris","Ciutat Meridiana"
"K014","Day bus stop",2.153875,41.412437,"BUS -116--","Gràcia","la Salut"
"K014","Day bus stop",2.124612,41.405392,"BUS -123-V9--","Sarrià-Sant Gervasi","Sant Gervasi - la Bonanova"
"K014","Day bus stop",2.129434,41.411639,"BUS -123--","Sarrià-Sant Gervasi","Sant Gervasi - la Bonanova"
"K014","Day bus stop",2.128631,41.429298,"BUS -112--","Horta-Guinardó","Sant Genís dels Agudells"
"K015","Night bus stop",2.209111,41.420311,"NITBUS -N2--","Sant Martí","la Verneda i la Pau"
"K014","Day bus stop",2.117815,41.380682,"BUS -54--","Les Corts","la Maternitat i Sant Ramon"
"K014","Day bus stop",2.150652,41.359905,"BUS -13--","Sants-Montjuïc","el Poble-sec"
"K015","Night bus stop",2.202422,41.428173,"NITBUS -N8--","Sant Martí","la Verneda i la Pau"
"K014","Day bus stop",2.137024,41.410103,"BUS -V13--","Sarrià-Sant Gervasi","Sant Gervasi - la Bonanova"
"K015","Night bus stop",2.162297,41.442844,"NITBUS -N6--","Nou Barris","Canyelles"
"K014","Day bus stop",2.087363,41.42327,"BUS -118--","Sarrià-Sant Gervasi","Vallvidrera, el Tibidabo i les Planes"
"K014","Day bus stop",2.160288,41.426506,"BUS -19-39-102-87--","Horta-Guinardó","Horta"
"K014","Day bus stop",2.183942,41.458357,"BUS -76-D50--","Nou Barris","Torre Baró"
"K014","Day bus stop",2.133625,41.397879,"BUS -68-V9--","Sarrià-Sant Gervasi","Sant Gervasi - Galvany"
"K014","Day bus stop",2.096486,41.417859,"BUS -118--","Sarrià-Sant Gervasi","Vallvidrera, el Tibidabo i les Planes"
"K014","Day bus stop",2.096505,41.417072,"BUS -118--","Sarrià-Sant Gervasi","Vallvidrera, el Tibidabo i les Planes"
"K014","Day bus stop",2.149964,41.355326,"BUS -107--","Sants-Montjuïc","el Poble-sec"
"K015","Night bus stop",2.190877,41.442709,"NITBUS -N3-N9--","Sant Andreu","Sant Andreu"
"K015","Night bus stop",2.160165,41.429759,"NITBUS -N4--","Horta-Guinardó","Horta"
"K014","Day bus stop",2.124104,41.394227,"BUS -34-V3--","Sarrià-Sant Gervasi","Sarrià"
"K014","Day bus stop",2.168087,41.418312,"BUS -114--","Horta-Guinardó","el Guinardó"
"K014","Day bus stop",2.151481,41.411455,"BUS -116--","Gràcia","la Salut"
"K014","Day bus stop",2.139834,41.415081,"BUS -123-124--","Gràcia","Vallcarca i els Penitents"
"K014","Day bus stop",2.135043,41.417233,"BUS -124--","Gràcia","Vallcarca i els Penitents"
"K014","Day bus stop",2.157973,41.368532,"BUS -55--","Sants-Montjuïc","el Poble-sec"
"K014","Day bus stop",2.191098,41.40013,"BUS -92--","Sant Martí","el Parc i la Llacuna del Poblenou"
"K014","Day bus stop",2.129973,41.42776,"BUS -112--","Horta-Guinardó","Sant Genís dels Agudells"
"K014","Day bus stop",2.159699,41.406207,"BUS -114--","Gràcia","la Vila de Gràcia"
"K014","Day bus stop",2.154675,41.401036,"BUS -114--","Gràcia","la Vila de Gràcia"
"K014","Day bus stop",2.151751,41.402336,"BUS -114--","Gràcia","la Vila de Gràcia"
"K014","Day bus stop",2.188725,41.439106,"BUS -126--","Sant Andreu","Sant Andreu"
"K014","Day bus stop",2.145386,41.355845,"BUS -125--","Sants-Montjuïc","la Marina de Port"
"K014","Day bus stop",2.138319,41.364907,"BUS -125--","Sants-Montjuïc","la Marina de Port"
"K014","Day bus stop",2.160922,41.436993,"BUS -185--","Horta-Guinardó","Horta"
"K014","Day bus stop",2.161476,41.437664,"BUS -185--","Horta-Guinardó","Horta"
"K014","Day bus stop",2.218337,41.410313,"BUS -H16--","Sant Martí","Diagonal Mar i el Front Marítim del Poblenou"
"K014","Day bus stop",2.196867,41.397587,"BUS -92--","Sant Martí","el Poblenou"
"K014","Day bus stop",2.143289,41.424412,"BUS -185-V15--","Horta-Guinardó","la Teixonera"
"K014","Day bus stop",2.163246,41.440556,"BUS -27--","Nou Barris","Canyelles"
"K014","Day bus stop",2.173526,41.415162,"BUS -192--","Horta-Guinardó","el Guinardó"
"K014","Day bus stop",2.128487,41.382176,"BUS -70-75-V3--","Les Corts","les Corts"
"K014","Day bus stop",2.164271,41.421839,"BUS -117--","Horta-Guinardó","la Font d'en Fargues"
"K014","Day bus stop",2.15987,41.433758,"BUS -185--","Horta-Guinardó","Horta"
"K014","Day bus stop",2.188682,41.396285,"BUS -6--","Sant Martí","el Parc i la Llacuna del Poblenou"
"K015","Night bus stop",2.136781,41.409799,"NITBUS -N5--","Sarrià-Sant Gervasi","Sant Gervasi - la Bonanova"
"K014","Day bus stop",2.134632,41.416609,"BUS -124--","Sarrià-Sant Gervasi","Sant Gervasi - la Bonanova"
"K014","Day bus stop",2.159252,41.412423,"BUS -24-D40--","Gràcia","la Salut"
"K014","Day bus stop",2.163589,41.421459,"BUS -117--","Horta-Guinardó","la Font d'en Fargues"
"K014","Day bus stop",2.205791,41.4112,"BUS -H14-V29--","Sant Martí","Provençals del Poblenou"
"K014","Day bus stop",2.104221,41.412937,"BUS -111--","Sarrià-Sant Gervasi","Vallvidrera, el Tibidabo i les Planes"
"K015","Night bus stop",2.196384,41.411503,"NITBUS -N8--","Sant Martí","el Clot"
"K014","Day bus stop",2.191408,41.452907,"BUS -126-127--","Sant Andreu","la Trinitat Vella"
"K014","Day bus stop",2.180671,41.460349,"BUS -83--","Nou Barris","Torre Baró"
