"Year","Month","District Code","District Name","Neighborhood Code","Neighborhood Name","Gender","Demand_occupation","Number"
"2017","September","7","Horta-Guinardó","43","Horta","Female","Unemployment demand",216
"2017","September","8","Nou Barris","44","Vilapicina i la Torre Llobeta","Female","Unemployment demand",198
"2017","September","8","Nou Barris","45","Porta","Female","Unemployment demand",202
"2017","September","8","Nou Barris","46","el Turó de la Peira","Female","Unemployment demand",119
"2017","September","8","Nou Barris","47","Can Peguera","Female","Unemployment demand",17
"2017","September","8","Nou Barris","48","la Guineueta","Female","Unemployment demand",146
"2017","September","8","Nou Barris","49","Canyelles","Female","Unemployment demand",71
"2017","September","8","Nou Barris","50","les Roquetes","Female","Unemployment demand",154
"2017","September","8","Nou Barris","51","Verdun","Female","Unemployment demand",118
"2017","September","8","Nou Barris","52","la Prosperitat","Female","Unemployment demand",227
"2017","September","8","Nou Barris","53","la Trinitat Nova","Female","Unemployment demand",82
"2017","September","8","Nou Barris","54","Torre Baró","Female","Unemployment demand",22
"2017","September","8","Nou Barris","55","Ciutat Meridiana","Female","Unemployment demand",115
"2017","September","8","Nou Barris","56","Vallbona","Female","Unemployment demand",13
"2017","September","9","Sant Andreu","57","la Trinitat Vella","Female","Unemployment demand",107
"2017","September","9","Sant Andreu","58","Baró de Viver","Female","Unemployment demand",20
"2017","September","9","Sant Andreu","59","el Bon Pastor","Female","Unemployment demand",116
"2017","September","9","Sant Andreu","60","Sant Andreu","Female","Unemployment demand",470
"2017","September","9","Sant Andreu","61","la Sagrera","Female","Unemployment demand",214
"2017","September","9","Sant Andreu","62","el Congrés i els Indians","Female","Unemployment demand",104
"2017","September","9","Sant Andreu","63","Navas","Female","Unemployment demand",161
"2017","September","10","Sant Martí","64","el Camp de l'Arpa del Clot","Female","Unemployment demand",291
"2017","September","10","Sant Martí","65","el Clot","Female","Unemployment demand",191
"2017","September","10","Sant Martí","66","el Parc i la Llacuna del Poblenou","Female","Unemployment demand",91
"2017","September","10","Sant Martí","67","la Vila Olímpica del Poblenou","Female","Unemployment demand",62
"2017","September","10","Sant Martí","68","el Poblenou","Female","Unemployment demand",213
"2017","September","10","Sant Martí","69","Diagonal Mar i el Front Marítim del Poblenou","Female","Unemployment demand",88
"2017","September","10","Sant Martí","70","el Besòs i el Maresme","Female","Unemployment demand",202
"2017","September","10","Sant Martí","71","Provençals del Poblenou","Female","Unemployment demand",151
"2017","September","10","Sant Martí","72","Sant Martí de Provençals","Female","Unemployment demand",223
"2017","September","10","Sant Martí","73","la Verneda i la Pau","Female","Unemployment demand",254
"2017","September","99","No consta","99","No consta","Female","Unemployment demand",0
"2017","October","1","Ciutat Vella","1","el Raval","Male","Registered unemployed",1926
"2017","October","1","Ciutat Vella","2","el Barri Gòtic","Male","Registered unemployed",486
"2017","October","1","Ciutat Vella","3","la Barceloneta","Male","Registered unemployed",519
"2017","October","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera","Male","Registered unemployed",716
"2017","October","2","Eixample","5","el Fort Pienc","Male","Registered unemployed",554
"2017","October","2","Eixample","6","la Sagrada Família","Male","Registered unemployed",872
"2017","October","2","Eixample","7","la Dreta de l'Eixample","Male","Registered unemployed",593
"2017","October","2","Eixample","8","l'Antiga Esquerra de l'Eixample","Male","Registered unemployed",672
"2017","October","2","Eixample","9","la Nova Esquerra de l'Eixample","Male","Registered unemployed",1027
"2017","October","2","Eixample","10","Sant Antoni","Male","Registered unemployed",770
"2017","October","3","Sants-Montjuïc","11","el Poble Sec","Male","Registered unemployed",1091
"2017","October","3","Sants-Montjuïc","12","la Marina del Prat Vermell","Male","Registered unemployed",61
"2017","October","3","Sants-Montjuïc","13","la Marina de Port","Male","Registered unemployed",714
"2017","October","3","Sants-Montjuïc","14","la Font de la Guatlla","Male","Registered unemployed",272
"2017","October","3","Sants-Montjuïc","15","Hostafrancs","Male","Registered unemployed",309
"2017","October","3","Sants-Montjuïc","16","la Bordeta","Male","Registered unemployed",363
"2017","October","3","Sants-Montjuïc","17","Sants - Badal","Male","Registered unemployed",372
"2017","October","3","Sants-Montjuïc","18","Sants","Male","Registered unemployed",731
"2017","October","4","Les Corts","19","les Corts","Male","Registered unemployed",757
"2017","October","4","Les Corts","20","la Maternitat i Sant Ramon","Male","Registered unemployed",368
"2017","October","4","Les Corts","21","Pedralbes","Male","Registered unemployed",85
"2017","October","5","Sarrià-Sant Gervasi","22","Vallvidrera, el Tibidabo i les Planes","Male","Registered unemployed",45
"2017","October","5","Sarrià-Sant Gervasi","23","Sarrià","Male","Registered unemployed",202
"2017","October","5","Sarrià-Sant Gervasi","24","les Tres Torres","Male","Registered unemployed",174
"2017","October","5","Sarrià-Sant Gervasi","25","Sant Gervasi - la Bonanova","Male","Registered unemployed",250
"2017","October","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany","Male","Registered unemployed",482
"2017","October","5","Sarrià-Sant Gervasi","27","el Putxet i el Farró","Male","Registered unemployed",422
"2017","October","6","Gràcia","28","Vallcarca i els Penitents","Male","Registered unemployed",266
"2017","October","6","Gràcia","29","el Coll","Male","Registered unemployed",111
"2017","October","6","Gràcia","30","la Salut","Male","Registered unemployed",228
"2017","October","6","Gràcia","31","la Vila de Gràcia","Male","Registered unemployed",890
"2017","October","6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova","Male","Registered unemployed",564
"2017","October","7","Horta-Guinardó","33","el Baix Guinardó","Male","Registered unemployed",431
"2017","October","7","Horta-Guinardó","34","Can Baró","Male","Registered unemployed",163
"2017","October","7","Horta-Guinardó","35","el Guinardó","Male","Registered unemployed",703
"2017","October","7","Horta-Guinardó","36","la Font d'en Fargues","Male","Registered unemployed",222
"2017","October","7","Horta-Guinardó","37","el Carmel","Male","Registered unemployed",756
"2017","October","7","Horta-Guinardó","38","la Teixonera","Male","Registered unemployed",229
"2017","October","7","Horta-Guinardó","39","Sant Genís dels Agudells","Male","Registered unemployed",139
"2017","October","7","Horta-Guinardó","40","Montbau","Male","Registered unemployed",100
"2017","October","7","Horta-Guinardó","41","la Vall d'Hebron","Male","Registered unemployed",107
"2017","October","7","Horta-Guinardó","42","la Clota","Male","Registered unemployed",7
"2017","October","7","Horta-Guinardó","43","Horta","Male","Registered unemployed",636
"2017","October","8","Nou Barris","44","Vilapicina i la Torre Llobeta","Male","Registered unemployed",583
"2017","October","8","Nou Barris","45","Porta","Male","Registered unemployed",555
"2017","October","8","Nou Barris","46","el Turó de la Peira","Male","Registered unemployed",369
"2017","October","8","Nou Barris","47","Can Peguera","Male","Registered unemployed",52
"2017","October","8","Nou Barris","48","la Guineueta","Male","Registered unemployed",421
"2017","October","8","Nou Barris","49","Canyelles","Male","Registered unemployed",205
"2017","October","8","Nou Barris","50","les Roquetes","Male","Registered unemployed",445
"2017","October","8","Nou Barris","51","Verdun","Male","Registered unemployed",341
"2017","October","8","Nou Barris","52","la Prosperitat","Male","Registered unemployed",624
"2017","October","8","Nou Barris","53","la Trinitat Nova","Male","Registered unemployed",317
"2017","October","8","Nou Barris","54","Torre Baró","Male","Registered unemployed",88
"2017","October","8","Nou Barris","55","Ciutat Meridiana","Male","Registered unemployed",461
"2017","October","8","Nou Barris","56","Vallbona","Male","Registered unemployed",54
"2017","October","9","Sant Andreu","57","la Trinitat Vella","Male","Registered unemployed",427
"2017","October","9","Sant Andreu","58","Baró de Viver","Male","Registered unemployed",50
"2017","October","9","Sant Andreu","59","el Bon Pastor","Male","Registered unemployed",286
"2017","October","9","Sant Andreu","60","Sant Andreu","Male","Registered unemployed",1158
"2017","October","9","Sant Andreu","61","la Sagrera","Male","Registered unemployed",543
"2017","October","9","Sant Andreu","62","el Congrés i els Indians","Male","Registered unemployed",264
"2017","October","9","Sant Andreu","63","Navas","Male","Registered unemployed",408
"2017","October","10","Sant Martí","64","el Camp de l'Arpa del Clot","Male","Registered unemployed",913
"2017","October","10","Sant Martí","65","el Clot","Male","Registered unemployed",586
"2017","October","10","Sant Martí","66","el Parc i la Llacuna del Poblenou","Male","Registered unemployed",270
"2017","October","10","Sant Martí","67","la Vila Olímpica del Poblenou","Male","Registered unemployed",173
"2017","October","10","Sant Martí","68","el Poblenou","Male","Registered unemployed",599
"2017","October","10","Sant Martí","69","Diagonal Mar i el Front Marítim del Poblenou","Male","Registered unemployed",311
"2017","October","10","Sant Martí","70","el Besòs i el Maresme","Male","Registered unemployed",713
"2017","October","10","Sant Martí","71","Provençals del Poblenou","Male","Registered unemployed",453
"2017","October","10","Sant Martí","72","Sant Martí de Provençals","Male","Registered unemployed",626
"2017","October","10","Sant Martí","73","la Verneda i la Pau","Male","Registered unemployed",709
"2017","October","99","No consta","99","No consta","Male","Registered unemployed",2
"2017","October","1","Ciutat Vella","1","el Raval","Male","Unemployment demand",427
"2017","October","1","Ciutat Vella","2","el Barri Gòtic","Male","Unemployment demand",136
"2017","October","1","Ciutat Vella","3","la Barceloneta","Male","Unemployment demand",162
"2017","October","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera","Male","Unemployment demand",222
"2017","October","2","Eixample","5","el Fort Pienc","Male","Unemployment demand",171
"2017","October","2","Eixample","6","la Sagrada Família","Male","Unemployment demand",284
"2017","October","2","Eixample","7","la Dreta de l'Eixample","Male","Unemployment demand",143
"2017","October","2","Eixample","8","l'Antiga Esquerra de l'Eixample","Male","Unemployment demand",186
"2017","October","2","Eixample","9","la Nova Esquerra de l'Eixample","Male","Unemployment demand",328
"2017","October","2","Eixample","10","Sant Antoni","Male","Unemployment demand",231
"2017","October","3","Sants-Montjuïc","11","el Poble Sec","Male","Unemployment demand",292
"2017","October","3","Sants-Montjuïc","12","la Marina del Prat Vermell","Male","Unemployment demand",13
"2017","October","3","Sants-Montjuïc","13","la Marina de Port","Male","Unemployment demand",178
"2017","October","3","Sants-Montjuïc","14","la Font de la Guatlla","Male","Unemployment demand",73
"2017","October","3","Sants-Montjuïc","15","Hostafrancs","Male","Unemployment demand",93
"2017","October","3","Sants-Montjuïc","16","la Bordeta","Male","Unemployment demand",109
"2017","October","3","Sants-Montjuïc","17","Sants - Badal","Male","Unemployment demand",124
"2017","October","3","Sants-Montjuïc","18","Sants","Male","Unemployment demand",230
"2017","October","4","Les Corts","19","les Corts","Male","Unemployment demand",246
"2017","October","4","Les Corts","20","la Maternitat i Sant Ramon","Male","Unemployment demand",123
"2017","October","4","Les Corts","21","Pedralbes","Male","Unemployment demand",23
"2017","October","5","Sarrià-Sant Gervasi","22","Vallvidrera, el Tibidabo i les Planes","Male","Unemployment demand",13
"2017","October","5","Sarrià-Sant Gervasi","23","Sarrià","Male","Unemployment demand",56
"2017","October","5","Sarrià-Sant Gervasi","24","les Tres Torres","Male","Unemployment demand",50
"2017","October","5","Sarrià-Sant Gervasi","25","Sant Gervasi - la Bonanova","Male","Unemployment demand",64
"2017","October","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany","Male","Unemployment demand",121
"2017","October","5","Sarrià-Sant Gervasi","27","el Putxet i el Farró","Male","Unemployment demand",113
"2017","October","6","Gràcia","28","Vallcarca i els Penitents","Male","Unemployment demand",74
"2017","October","6","Gràcia","29","el Coll","Male","Unemployment demand",32
"2017","October","6","Gràcia","30","la Salut","Male","Unemployment demand",67
"2017","October","6","Gràcia","31","la Vila de Gràcia","Male","Unemployment demand",268
"2017","October","6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova","Male","Unemployment demand",174
"2017","October","7","Horta-Guinardó","33","el Baix Guinardó","Male","Unemployment demand",140
"2017","October","7","Horta-Guinardó","34","Can Baró","Male","Unemployment demand",48
"2017","October","7","Horta-Guinardó","35","el Guinardó","Male","Unemployment demand",179
"2017","October","7","Horta-Guinardó","36","la Font d'en Fargues","Male","Unemployment demand",53
"2017","October","7","Horta-Guinardó","37","el Carmel","Male","Unemployment demand",182
"2017","October","7","Horta-Guinardó","38","la Teixonera","Male","Unemployment demand",55
"2017","October","7","Horta-Guinardó","39","Sant Genís dels Agudells","Male","Unemployment demand",33
"2017","October","7","Horta-Guinardó","40","Montbau","Male","Unemployment demand",24
"2017","October","7","Horta-Guinardó","41","la Vall d'Hebron","Male","Unemployment demand",25
"2017","October","7","Horta-Guinardó","42","la Clota","Male","Unemployment demand",2
"2017","October","7","Horta-Guinardó","43","Horta","Male","Unemployment demand",152
"2017","October","8","Nou Barris","44","Vilapicina i la Torre Llobeta","Male","Unemployment demand",142
"2017","October","8","Nou Barris","45","Porta","Male","Unemployment demand",134
"2017","October","8","Nou Barris","46","el Turó de la Peira","Male","Unemployment demand",89
"2017","October","8","Nou Barris","47","Can Peguera","Male","Unemployment demand",12
"2017","October","8","Nou Barris","48","la Guineueta","Male","Unemployment demand",91
"2017","October","8","Nou Barris","49","Canyelles","Male","Unemployment demand",44
"2017","October","8","Nou Barris","50","les Roquetes","Male","Unemployment demand",96
"2017","October","8","Nou Barris","51","Verdun","Male","Unemployment demand",74
"2017","October","8","Nou Barris","52","la Prosperitat","Male","Unemployment demand",151
"2017","October","8","Nou Barris","53","la Trinitat Nova","Male","Unemployment demand",50
"2017","October","8","Nou Barris","54","Torre Baró","Male","Unemployment demand",13
"2017","October","8","Nou Barris","55","Ciutat Meridiana","Male","Unemployment demand",69
"2017","October","8","Nou Barris","56","Vallbona","Male","Unemployment demand",8
"2017","October","9","Sant Andreu","57","la Trinitat Vella","Male","Unemployment demand",64
"2017","October","9","Sant Andreu","58","Baró de Viver","Male","Unemployment demand",15
"2017","October","9","Sant Andreu","59","el Bon Pastor","Male","Unemployment demand",84
"2017","October","9","Sant Andreu","60","Sant Andreu","Male","Unemployment demand",342
"2017","October","9","Sant Andreu","61","la Sagrera","Male","Unemployment demand",162
"2017","October","9","Sant Andreu","62","el Congrés i els Indians","Male","Unemployment demand",79
"2017","October","9","Sant Andreu","63","Navas","Male","Unemployment demand",120
"2017","October","10","Sant Martí","64","el Camp de l'Arpa del Clot","Male","Unemployment demand",227
"2017","October","10","Sant Martí","65","el Clot","Male","Unemployment demand",156
"2017","October","10","Sant Martí","66","el Parc i la Llacuna del Poblenou","Male","Unemployment demand",79
"2017","October","10","Sant Martí","67","la Vila Olímpica del Poblenou","Male","Unemployment demand",60
"2017","October","10","Sant Martí","68","el Poblenou","Male","Unemployment demand",203
"2017","October","10","Sant Martí","69","Diagonal Mar i el Front Marítim del Poblenou","Male","Unemployment demand",76
"2017","October","10","Sant Martí","70","el Besòs i el Maresme","Male","Unemployment demand",172
"2017","October","10","Sant Martí","71","Provençals del Poblenou","Male","Unemployment demand",120
"2017","October","10","Sant Martí","72","Sant Martí de Provençals","Male","Unemployment demand",168
"2017","October","10","Sant Martí","73","la Verneda i la Pau","Male","Unemployment demand",190
"2017","October","99","No consta","99","No consta","Male","Unemployment demand",3
"2017","October","1","Ciutat Vella","1","el Raval","Female","Registered unemployed",1408
"2017","October","1","Ciutat Vella","2","el Barri Gòtic","Female","Registered unemployed",410
"2017","October","1","Ciutat Vella","3","la Barceloneta","Female","Registered unemployed",485
"2017","October","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera","Female","Registered unemployed",670
"2017","October","2","Eixample","5","el Fort Pienc","Female","Registered unemployed",676
"2017","October","2","Eixample","6","la Sagrada Família","Female","Registered unemployed",1129
"2017","October","2","Eixample","7","la Dreta de l'Eixample","Female","Registered unemployed",701
"2017","October","2","Eixample","8","l'Antiga Esquerra de l'Eixample","Female","Registered unemployed",760
"2017","October","2","Eixample","9","la Nova Esquerra de l'Eixample","Female","Registered unemployed",1173
"2017","October","2","Eixample","10","Sant Antoni","Female","Registered unemployed",827
"2017","October","3","Sants-Montjuïc","11","el Poble Sec","Female","Registered unemployed",1134
"2017","October","3","Sants-Montjuïc","12","la Marina del Prat Vermell","Female","Registered unemployed",46
"2017","October","3","Sants-Montjuïc","13","la Marina de Port","Female","Registered unemployed",977
"2017","October","3","Sants-Montjuïc","14","la Font de la Guatlla","Female","Registered unemployed",289
"2017","October","3","Sants-Montjuïc","15","Hostafrancs","Female","Registered unemployed",396
"2017","October","3","Sants-Montjuïc","16","la Bordeta","Female","Registered unemployed",465
"2017","October","3","Sants-Montjuïc","17","Sants - Badal","Female","Registered unemployed",500
"2017","October","3","Sants-Montjuïc","18","Sants","Female","Registered unemployed",951
"2017","October","4","Les Corts","19","les Corts","Female","Registered unemployed",964
"2017","October","4","Les Corts","20","la Maternitat i Sant Ramon","Female","Registered unemployed",494
"2017","October","4","Les Corts","21","Pedralbes","Female","Registered unemployed",115
"2017","October","5","Sarrià-Sant Gervasi","22","Vallvidrera, el Tibidabo i les Planes","Female","Registered unemployed",44
"2017","October","5","Sarrià-Sant Gervasi","23","Sarrià","Female","Registered unemployed",241
"2017","October","5","Sarrià-Sant Gervasi","24","les Tres Torres","Female","Registered unemployed",170
"2017","October","5","Sarrià-Sant Gervasi","25","Sant Gervasi - la Bonanova","Female","Registered unemployed",322
"2017","October","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany","Female","Registered unemployed",571
"2017","October","5","Sarrià-Sant Gervasi","27","el Putxet i el Farró","Female","Registered unemployed",514
"2017","October","6","Gràcia","28","Vallcarca i els Penitents","Female","Registered unemployed",338
"2017","October","6","Gràcia","29","el Coll","Female","Registered unemployed",141
"2017","October","6","Gràcia","30","la Salut","Female","Registered unemployed",294
"2017","October","6","Gràcia","31","la Vila de Gràcia","Female","Registered unemployed",1119
"2017","October","6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova","Female","Registered unemployed",736
"2017","October","7","Horta-Guinardó","33","el Baix Guinardó","Female","Registered unemployed",574
"2017","October","7","Horta-Guinardó","34","Can Baró","Female","Registered unemployed",211
"2017","October","7","Horta-Guinardó","35","el Guinardó","Female","Registered unemployed",914
"2017","October","7","Horta-Guinardó","36","la Font d'en Fargues","Female","Registered unemployed",287
"2017","October","7","Horta-Guinardó","37","el Carmel","Female","Registered unemployed",978
"2017","October","7","Horta-Guinardó","38","la Teixonera","Female","Registered unemployed",289
"2017","October","7","Horta-Guinardó","39","Sant Genís dels Agudells","Female","Registered unemployed",173
"2017","October","7","Horta-Guinardó","40","Montbau","Female","Registered unemployed",125
"2017","October","7","Horta-Guinardó","41","la Vall d'Hebron","Female","Registered unemployed",133
"2017","October","7","Horta-Guinardó","42","la Clota","Female","Registered unemployed",9
"2017","October","7","Horta-Guinardó","43","Horta","Female","Registered unemployed",791
"2017","October","8","Nou Barris","44","Vilapicina i la Torre Llobeta","Female","Registered unemployed",721
"2017","October","8","Nou Barris","45","Porta","Female","Registered unemployed",703
"2017","October","8","Nou Barris","46","el Turó de la Peira","Female","Registered unemployed",448
"2017","October","8","Nou Barris","47","Can Peguera","Female","Registered unemployed",63
"2017","October","8","Nou Barris","48","la Guineueta","Female","Registered unemployed",529
"2017","October","8","Nou Barris","49","Canyelles","Female","Registered unemployed",258
"2017","October","8","Nou Barris","50","les Roquetes","Female","Registered unemployed",559
"2017","October","8","Nou Barris","51","Verdun","Female","Registered unemployed",429
"2017","October","8","Nou Barris","52","la Prosperitat","Female","Registered unemployed",789
"2017","October","8","Nou Barris","53","la Trinitat Nova","Female","Registered unemployed",336
"2017","October","8","Nou Barris","54","Torre Baró","Female","Registered unemployed",92
"2017","October","8","Nou Barris","55","Ciutat Meridiana","Female","Registered unemployed",480
"2017","October","8","Nou Barris","56","Vallbona","Female","Registered unemployed",56
"2017","October","9","Sant Andreu","57","la Trinitat Vella","Female","Registered unemployed",445
"2017","October","9","Sant Andreu","58","Baró de Viver","Female","Registered unemployed",71
"2017","October","9","Sant Andreu","59","el Bon Pastor","Female","Registered unemployed",404
"2017","October","9","Sant Andreu","60","Sant Andreu","Female","Registered unemployed",1636
"2017","October","9","Sant Andreu","61","la Sagrera","Female","Registered unemployed",735
"2017","October","9","Sant Andreu","62","el Congrés i els Indians","Female","Registered unemployed",358
"2017","October","9","Sant Andreu","63","Navas","Female","Registered unemployed",550
"2017","October","10","Sant Martí","64","el Camp de l'Arpa del Clot","Female","Registered unemployed",978
"2017","October","10","Sant Martí","65","el Clot","Female","Registered unemployed",687
"2017","October","10","Sant Martí","66","el Parc i la Llacuna del Poblenou","Female","Registered unemployed",338
"2017","October","10","Sant Martí","67","la Vila Olímpica del Poblenou","Female","Registered unemployed",221
"2017","October","10","Sant Martí","68","el Poblenou","Female","Registered unemployed",763
"2017","October","10","Sant Martí","69","Diagonal Mar i el Front Marítim del Poblenou","Female","Registered unemployed",353
"2017","October","10","Sant Martí","70","el Besòs i el Maresme","Female","Registered unemployed",812
"2017","October","10","Sant Martí","71","Provençals del Poblenou","Female","Registered unemployed",567
"2017","October","10","Sant Martí","72","Sant Martí de Provençals","Female","Registered unemployed",815
"2017","October","10","Sant Martí","73","la Verneda i la Pau","Female","Registered unemployed",926
"2017","October","99","No consta","99","No consta","Female","Registered unemployed",4
"2017","October","1","Ciutat Vella","1","el Raval","Female","Unemployment demand",295
"2017","October","1","Ciutat Vella","2","el Barri Gòtic","Female","Unemployment demand",110
"2017","October","1","Ciutat Vella","3","la Barceloneta","Female","Unemployment demand",146
"2017","October","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera","Female","Unemployment demand",199
"2017","October","2","Eixample","5","el Fort Pienc","Female","Unemployment demand",200
"2017","October","2","Eixample","6","la Sagrada Família","Female","Unemployment demand",314
"2017","October","2","Eixample","7","la Dreta de l'Eixample","Female","Unemployment demand",219
"2017","October","2","Eixample","8","l'Antiga Esquerra de l'Eixample","Female","Unemployment demand",190
"2017","October","2","Eixample","9","la Nova Esquerra de l'Eixample","Female","Unemployment demand",369
"2017","October","2","Eixample","10","Sant Antoni","Female","Unemployment demand",250
"2017","October","3","Sants-Montjuïc","11","el Poble Sec","Female","Unemployment demand",265
"2017","October","3","Sants-Montjuïc","12","la Marina del Prat Vermell","Female","Unemployment demand",12
"2017","October","3","Sants-Montjuïc","13","la Marina de Port","Female","Unemployment demand",216
"2017","October","3","Sants-Montjuïc","14","la Font de la Guatlla","Female","Unemployment demand",67
"2017","October","3","Sants-Montjuïc","15","Hostafrancs","Female","Unemployment demand",121
"2017","October","3","Sants-Montjuïc","16","la Bordeta","Female","Unemployment demand",142
"2017","October","3","Sants-Montjuïc","17","Sants - Badal","Female","Unemployment demand",155
"2017","October","3","Sants-Montjuïc","18","Sants","Female","Unemployment demand",293
"2017","October","4","Les Corts","19","les Corts","Female","Unemployment demand",299
"2017","October","4","Les Corts","20","la Maternitat i Sant Ramon","Female","Unemployment demand",153
"2017","October","4","Les Corts","21","Pedralbes","Female","Unemployment demand",32
"2017","October","5","Sarrià-Sant Gervasi","22","Vallvidrera, el Tibidabo i les Planes","Female","Unemployment demand",11
"2017","October","5","Sarrià-Sant Gervasi","23","Sarrià","Female","Unemployment demand",65
"2017","October","5","Sarrià-Sant Gervasi","24","les Tres Torres","Female","Unemployment demand",44
"2017","October","5","Sarrià-Sant Gervasi","25","Sant Gervasi - la Bonanova","Female","Unemployment demand",84
"2017","October","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany","Female","Unemployment demand",160
"2017","October","5","Sarrià-Sant Gervasi","27","el Putxet i el Farró","Female","Unemployment demand",155
"2017","October","6","Gràcia","28","Vallcarca i els Penitents","Female","Unemployment demand",98
"2017","October","6","Gràcia","29","el Coll","Female","Unemployment demand",42
"2017","October","6","Gràcia","30","la Salut","Female","Unemployment demand",90
"2017","October","6","Gràcia","31","la Vila de Gràcia","Female","Unemployment demand",323
"2017","October","6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova","Female","Unemployment demand",210
"2017","October","7","Horta-Guinardó","33","el Baix Guinardó","Female","Unemployment demand",159
"2017","October","7","Horta-Guinardó","34","Can Baró","Female","Unemployment demand",65
"2017","October","7","Horta-Guinardó","35","el Guinardó","Female","Unemployment demand",238
"2017","October","7","Horta-Guinardó","36","la Font d'en Fargues","Female","Unemployment demand",66
"2017","October","7","Horta-Guinardó","37","el Carmel","Female","Unemployment demand",226
"2017","October","7","Horta-Guinardó","38","la Teixonera","Female","Unemployment demand",69
"2017","October","7","Horta-Guinardó","39","Sant Genís dels Agudells","Female","Unemployment demand",42
"2017","October","7","Horta-Guinardó","40","Montbau","Female","Unemployment demand",30
"2017","October","7","Horta-Guinardó","41","la Vall d'Hebron","Female","Unemployment demand",32
"2017","October","7","Horta-Guinardó","42","la Clota","Female","Unemployment demand",2
"2017","October","7","Horta-Guinardó","43","Horta","Female","Unemployment demand",186
"2017","October","8","Nou Barris","44","Vilapicina i la Torre Llobeta","Female","Unemployment demand",177
"2017","October","8","Nou Barris","45","Porta","Female","Unemployment demand",175
"2017","October","8","Nou Barris","46","el Turó de la Peira","Female","Unemployment demand",107
"2017","October","8","Nou Barris","47","Can Peguera","Female","Unemployment demand",15
"2017","October","8","Nou Barris","48","la Guineueta","Female","Unemployment demand",121
"2017","October","8","Nou Barris","49","Canyelles","Female","Unemployment demand",59
"2017","October","8","Nou Barris","50","les Roquetes","Female","Unemployment demand",128
"2017","October","8","Nou Barris","51","Verdun","Female","Unemployment demand",98
"2017","October","8","Nou Barris","52","la Prosperitat","Female","Unemployment demand",197
"2017","October","8","Nou Barris","53","la Trinitat Nova","Female","Unemployment demand",74
"2017","October","8","Nou Barris","54","Torre Baró","Female","Unemployment demand",20
"2017","October","8","Nou Barris","55","Ciutat Meridiana","Female","Unemployment demand",106
"2017","October","8","Nou Barris","56","Vallbona","Female","Unemployment demand",12
"2017","October","9","Sant Andreu","57","la Trinitat Vella","Female","Unemployment demand",98
"2017","October","9","Sant Andreu","58","Baró de Viver","Female","Unemployment demand",18
"2017","October","9","Sant Andreu","59","el Bon Pastor","Female","Unemployment demand",101
"2017","October","9","Sant Andreu","60","Sant Andreu","Female","Unemployment demand",408
"2017","October","9","Sant Andreu","61","la Sagrera","Female","Unemployment demand",203
"2017","October","9","Sant Andreu","62","el Congrés i els Indians","Female","Unemployment demand",99
"2017","October","9","Sant Andreu","63","Navas","Female","Unemployment demand",152
"2017","October","10","Sant Martí","64","el Camp de l'Arpa del Clot","Female","Unemployment demand",273
"2017","October","10","Sant Martí","65","el Clot","Female","Unemployment demand",179
"2017","October","10","Sant Martí","66","el Parc i la Llacuna del Poblenou","Female","Unemployment demand",82
"2017","October","10","Sant Martí","67","la Vila Olímpica del Poblenou","Female","Unemployment demand",52
"2017","October","10","Sant Martí","68","el Poblenou","Female","Unemployment demand",181
"2017","October","10","Sant Martí","69","Diagonal Mar i el Front Marítim del Poblenou","Female","Unemployment demand",83
"2017","October","10","Sant Martí","70","el Besòs i el Maresme","Female","Unemployment demand",192
"2017","October","10","Sant Martí","71","Provençals del Poblenou","Female","Unemployment demand",141
"2017","October","10","Sant Martí","72","Sant Martí de Provençals","Female","Unemployment demand",207
"2017","October","10","Sant Martí","73","la Verneda i la Pau","Female","Unemployment demand",236
"2017","October","99","No consta","99","No consta","Female","Unemployment demand",0
"2017","November","1","Ciutat Vella","1","el Raval","Male","Registered unemployed",2026
"2017","November","1","Ciutat Vella","2","el Barri Gòtic","Male","Registered unemployed",502
"2017","November","1","Ciutat Vella","3","la Barceloneta","Male","Registered unemployed",544
"2017","November","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera","Male","Registered unemployed",750
"2017","November","2","Eixample","5","el Fort Pienc","Male","Registered unemployed",578
"2017","November","2","Eixample","6","la Sagrada Família","Male","Registered unemployed",906
"2017","November","2","Eixample","7","la Dreta de l'Eixample","Male","Registered unemployed",609
"2017","November","2","Eixample","8","l'Antiga Esquerra de l'Eixample","Male","Registered unemployed",699
"2017","November","2","Eixample","9","la Nova Esquerra de l'Eixample","Male","Registered unemployed",1044
"2017","November","2","Eixample","10","Sant Antoni","Male","Registered unemployed",785
"2017","November","3","Sants-Montjuïc","11","el Poble Sec","Male","Registered unemployed",1144
